epoch,con_loss,adv_loss,dic_loss
31,0.3347,,
31,0.1782,,
31,0.2108,,
31,0.1107,,
31,0.2459,,
31,0.1779,,
31,0.1549,,
31,0.1345,,
31,0.2647,,
31,0.2584,,
31,0.1894,,
31,0.2556,,
31,0.1427,,
31,0.1133,,
31,0.2391,,
31,0.2132,,
31,0.2156,,
31,0.1891,,
31,0.3378,,
31,0.2509,,
31,0.2215,,
31,0.2311,,
31,0.2218,,
31,0.2567,,
31,0.2922,,
31,0.2236,,
31,0.2644,,
31,0.1738,,
31,0.184,,
31,0.1902,,
31,0.2361,,
31,0.2815,,
31,0.2372,,
31,0.1301,,
31,0.2153,,
31,0.1394,,
31,0.4895,,
31,0.2008,,
31,0.1971,,
31,0.2061,,
31,0.2487,,
31,0.1687,,
31,0.2791,,
31,0.1394,,
32,0.263,,
32,0.158,,
32,0.2296,,
32,0.2937,,
32,0.3641,,
32,0.1905,,
32,0.2105,,
32,0.234,,
32,0.225,,
32,0.3093,,
32,0.1527,,
32,0.312,,
32,0.1828,,
32,0.1541,,
32,0.2603,,
32,0.1426,,
32,0.2494,,
32,0.2951,,
32,0.1539,,
32,0.2443,,
32,0.1371,,
32,0.2653,,
32,0.3414,,
32,0.1375,,
32,0.2524,,
32,0.2972,,
32,0.1523,,
32,0.2469,,
32,0.2549,,
32,0.2619,,
32,0.2319,,
32,0.1988,,
32,0.3051,,
32,0.2261,,
32,0.2231,,
32,0.2355,,
32,0.3123,,
32,0.2773,,
32,0.1768,,
32,0.1612,,
32,0.2992,,
32,0.3325,,
32,0.2202,,
32,0.2913,,
32,0.2763,,
32,0.2159,,
32,0.2562,,
32,0.2521,,
32,0.0902,,
32,0.1465,,
33,0.2169,,
33,0.2033,,
33,0.1392,,
33,0.3307,,
33,0.311,,
33,0.2721,,
33,0.4157,,
33,0.2588,,
33,0.2382,,
33,0.1621,,
33,0.2302,,
33,0.2472,,
33,0.2527,,
33,0.2577,,
33,0.7158,,
33,0.3952,,
33,0.2396,,
33,0.5094,,
33,0.4821,,
33,0.2761,,
33,0.2804,,
33,0.2829,,
33,0.3152,,
33,0.2135,,
33,0.2443,,
33,0.2468,,
33,0.1655,,
33,0.3816,,
33,0.1558,,
33,0.1769,,
33,0.2865,,
33,0.3047,,
33,0.213,,
33,0.2874,,
33,0.1469,,
33,0.2253,,
33,0.2269,,
33,0.13,,
33,0.1798,,
33,0.1937,,
33,0.2045,,
33,0.2132,,
33,0.2761,,
33,0.176,,
33,0.1616,,
33,0.1485,,
33,0.1867,,
33,0.2169,,
33,0.1772,,
33,0.2544,,
34,0.4276,,
34,0.2561,,
34,0.2461,,
34,0.1502,,
34,0.2512,,
34,0.1444,,
34,0.1907,,
34,0.1857,,
34,0.3899,,
34,0.2937,,
34,0.2325,,
34,0.2473,,
34,0.2095,,
34,0.2258,,
34,0.2722,,
34,0.2022,,
34,0.1949,,
34,0.2169,,
34,0.2183,,
34,0.2202,,
34,0.341,,
34,0.2754,,
34,0.2665,,
34,0.1202,,
34,0.1815,,
34,0.157,,
34,0.2182,,
34,0.1948,,
34,0.1684,,
34,0.0837,,
34,0.1918,,
34,0.3182,,
34,0.261,,
34,0.2234,,
34,0.1646,,
34,0.1096,,
34,0.1735,,
34,0.1456,,
34,0.1723,,
34,0.1672,,
34,0.1858,,
34,0.2425,,
34,0.1219,,
34,0.2772,,
34,0.2147,,
34,0.2741,,
34,0.1787,,
34,0.3871,,
34,0.1098,,
34,0.1834,,
35,0.2562,,
35,0.2897,,
35,0.1745,,
35,0.2306,,
35,0.1468,,
35,0.2646,,
35,0.2149,,
35,0.1512,,
35,0.1275,,
35,0.2056,,
35,0.3244,,
35,0.2025,,
35,0.1821,,
35,0.3231,,
35,0.1588,,
35,0.2783,,
35,0.1817,,
35,0.3879,,
35,0.2463,,
35,0.1769,,
35,0.2469,,
35,0.229,,
35,0.2221,,
35,0.1863,,
35,0.3476,,
35,0.206,,
35,0.2135,,
35,0.1543,,
35,0.1377,,
35,0.1627,,
35,0.3071,,
35,0.1756,,
35,0.2624,,
35,0.2093,,
35,0.2852,,
35,0.1957,,
35,0.245,,
35,0.7129,,
35,0.3048,,
35,0.0931,,
35,0.1398,,
35,0.2712,,
35,0.2591,,
35,0.2507,,
35,0.2751,,
35,0.2394,,
35,0.1824,,
35,0.208,,
35,0.2337,,
35,0.3088,,
36,0.1986,,
36,0.2008,,
36,0.2531,,
36,0.2125,,
36,0.1741,,
36,0.1613,,
36,0.1772,,
36,0.1582,,
36,0.1972,,
36,0.2027,,
36,0.2489,,
36,0.2294,,
36,0.1949,,
36,0.2129,,
36,0.3337,,
36,0.2972,,
36,0.5752,,
36,0.1721,,
36,0.2825,,
36,0.1973,,
36,0.0928,,
36,0.1473,,
36,0.1374,,
36,0.3306,,
36,0.1635,,
36,0.17,,
36,0.2771,,
36,0.1823,,
36,0.2454,,
36,0.3161,,
36,0.1723,,
36,0.2079,,
36,0.1783,,
36,0.2004,,
36,0.3018,,
36,0.2146,,
36,0.2424,,
36,0.1372,,
36,0.2418,,
36,0.2646,,
36,0.1862,,
36,0.2473,,
36,0.0886,,
36,0.2367,,
36,0.205,,
36,0.1383,,
36,0.306,,
36,0.2471,,
36,0.1577,,
36,0.349,,
37,0.192,,
37,0.2887,,
37,0.1704,,
37,0.2397,,
37,0.1968,,
37,0.1555,,
37,0.1891,,
37,0.278,,
37,0.1911,,
37,0.1859,,
37,0.1812,,
37,0.3152,,
37,0.2793,,
37,0.1884,,
37,0.2188,,
37,0.1612,,
37,0.2128,,
37,0.139,,
37,0.2379,,
37,0.2831,,
37,0.2503,,
37,0.2267,,
37,0.3737,,
37,0.2729,,
37,0.238,,
37,0.2378,,
37,0.2539,,
37,0.217,,
37,0.1661,,
37,0.2704,,
37,0.2439,,
37,0.2591,,
37,0.3357,,
37,0.1665,,
37,0.2205,,
37,0.2786,,
37,0.2646,,
37,0.268,,
37,0.2725,,
37,0.2111,,
37,0.1626,,
37,0.2273,,
37,0.216,,
37,0.2388,,
37,0.354,,
37,0.2418,,
37,0.1101,,
37,0.2098,,
37,0.1619,,
37,0.1373,,
38,0.2102,,
38,0.2296,,
38,0.2643,,
38,0.3014,,
38,0.163,,
38,0.155,,
38,0.1743,,
38,0.135,,
38,0.3183,,
38,0.1896,,
38,0.1441,,
38,0.1396,,
38,0.1913,,
38,0.2061,,
38,0.2067,,
38,0.3534,,
38,0.3743,,
38,0.1206,,
38,0.1054,,
38,0.2159,,
38,0.1933,,
38,0.2772,,
38,0.1802,,
38,0.2218,,
38,0.231,,
38,0.2874,,
38,0.3299,,
38,0.1934,,
38,0.1719,,
38,0.2838,,
38,0.2716,,
38,0.1005,,
38,0.3578,,
38,0.2163,,
38,0.2679,,
38,0.2529,,
38,0.1665,,
38,0.4334,,
38,0.1945,,
38,0.3128,,
38,0.2992,,
38,0.3209,,
38,0.2387,,
38,0.1945,,
38,0.232,,
38,0.2614,,
38,0.3133,,
38,0.2941,,
38,0.2654,,
38,0.271,,
39,0.2537,,
39,0.2112,,
39,0.234,,
39,0.1074,,
39,0.2693,,
39,0.1502,,
39,0.2689,,
39,0.4011,,
39,0.1448,,
39,0.2818,,
39,0.2304,,
39,0.2274,,
39,0.1695,,
39,0.3101,,
39,0.2488,,
39,0.1379,,
39,0.296,,
39,0.228,,
39,0.2147,,
39,0.1927,,
39,0.1963,,
39,0.2431,,
39,0.2054,,
39,0.1687,,
39,0.2718,,
39,0.2635,,
39,0.2462,,
39,0.1985,,
39,0.2501,,
39,0.1734,,
39,0.2495,,
39,0.1942,,
39,0.1615,,
39,0.2089,,
39,0.2135,,
39,0.1395,,
39,0.3011,,
39,0.1457,,
39,0.2492,,
39,0.2704,,
39,0.1742,,
39,0.2223,,
39,0.2636,,
39,0.2253,,
39,0.2381,,
39,0.2506,,
39,0.2891,,
39,0.1846,,
39,0.3046,,
39,0.1385,,
40,0.211,,
40,0.1931,,
40,0.235,,
40,0.3512,,
40,0.1878,,
40,0.1866,,
40,0.2237,,
40,0.2326,,
40,0.2389,,
40,0.3285,,
40,0.2772,,
40,0.2475,,
40,0.2278,,
40,0.1699,,
40,0.3274,,
40,0.2764,,
40,0.3046,,
40,0.198,,
40,0.1536,,
40,0.2833,,
40,0.1601,,
40,0.1865,,
40,0.295,,
40,0.3332,,
40,0.1605,,
40,0.2551,,
40,0.1808,,
40,0.3478,,
40,0.1658,,
40,0.383,,
40,0.3086,,
40,0.2285,,
40,0.1347,,
40,0.1402,,
40,0.2829,,
40,0.2898,,
40,0.2388,,
40,0.2466,,
40,0.2729,,
40,0.3271,,
40,0.1638,,
40,0.1494,,
40,0.1453,,
40,0.2851,,
40,0.378,,
40,0.1925,,
40,0.1373,,
40,0.1502,,
40,0.26,,
40,0.2215,,
41,0.1712,,
41,0.2436,,
41,0.1617,,
41,0.1344,,
41,0.2655,,
41,0.1748,,
41,0.25,,
41,0.1481,,
41,0.2941,,
41,0.2437,,
41,0.2625,,
41,0.2123,,
41,0.1768,,
41,0.1894,,
41,0.2565,,
41,0.205,,
41,0.2296,,
41,0.2358,,
41,0.2887,,
41,0.1797,,
41,0.285,,
41,0.2444,,
41,0.2746,,
41,0.2557,,
41,0.2603,,
41,0.1728,,
41,0.2764,,
41,0.1696,,
41,0.1856,,
41,0.2765,,
41,0.1873,,
41,0.1748,,
41,0.3214,,
41,0.1776,,
41,0.3157,,
41,0.2997,,
41,0.1688,,
41,0.1474,,
41,0.2673,,
41,0.1964,,
41,0.1533,,
41,0.1894,,
41,0.2136,,
41,0.2258,,
41,0.1197,,
41,0.3302,,
41,0.1613,,
41,0.2508,,
41,0.228,,
41,0.2092,,
42,0.142,,
42,0.1074,,
42,0.1655,,
42,0.2018,,
42,0.1986,,
42,0.2294,,
42,0.2262,,
42,0.216,,
42,0.2367,,
42,0.2093,,
42,0.2906,,
42,0.2502,,
42,0.1425,,
42,0.2326,,
42,0.3046,,
42,0.2693,,
42,0.228,,
42,0.316,,
42,0.1687,,
42,0.2158,,
42,0.1932,,
42,0.2044,,
42,0.235,,
42,0.3538,,
42,0.1656,,
42,0.2116,,
42,0.1591,,
42,0.2263,,
42,0.2489,,
42,0.2271,,
42,0.1407,,
42,0.2341,,
42,0.2116,,
42,0.4284,,
42,0.2058,,
42,0.221,,
42,0.0919,,
42,0.2405,,
42,0.2001,,
42,0.1428,,
42,0.2631,,
42,0.1664,,
42,0.1828,,
42,0.1679,,
42,0.2153,,
42,0.259,,
42,0.2519,,
42,0.1499,,
42,0.2567,,
42,0.1533,,
43,0.2401,,
43,0.1585,,
43,0.1676,,
43,0.23,,
43,0.1718,,
43,0.1976,,
43,0.1423,,
43,0.1223,,
43,0.2005,,
43,0.2625,,
43,0.224,,
43,0.3231,,
43,0.2038,,
43,0.2687,,
43,0.1722,,
43,0.1805,,
43,0.1513,,
43,0.2442,,
43,0.1329,,
43,0.2491,,
43,0.1945,,
43,0.2615,,
43,0.2362,,
43,0.1783,,
43,0.2497,,
43,0.2725,,
43,0.2351,,
43,0.2341,,
43,0.2168,,
43,0.2484,,
43,0.2744,,
43,0.143,,
43,0.1979,,
43,0.259,,
43,0.1652,,
43,0.1984,,
43,0.2704,,
43,0.1931,,
43,0.2131,,
43,0.282,,
43,0.2389,,
43,0.3251,,
43,0.3443,,
43,0.2536,,
43,0.3511,,
43,0.2868,,
43,0.241,,
43,0.2999,,
43,0.2719,,
43,0.201,,
44,0.17,,
44,0.1007,,
44,0.1734,,
44,0.2025,,
44,0.205,,
44,0.2617,,
44,0.4197,,
44,0.1962,,
44,0.1923,,
44,0.2035,,
44,0.2548,,
44,0.1009,,
44,0.1791,,
44,0.2122,,
44,0.152,,
44,0.2856,,
44,0.1617,,
44,0.2922,,
44,0.0871,,
44,0.2456,,
44,0.1643,,
44,0.1472,,
44,0.2462,,
44,0.2406,,
44,0.2927,,
44,0.1496,,
44,0.2121,,
44,0.1837,,
44,0.2851,,
44,0.3321,,
44,0.222,,
44,0.2526,,
44,0.5468,,
44,0.2527,,
44,0.1663,,
44,0.2015,,
44,0.2629,,
44,0.1662,,
44,0.2375,,
44,0.1806,,
44,0.2364,,
44,0.2169,,
44,0.1728,,
44,0.2102,,
44,0.1849,,
44,0.2323,,
44,0.2003,,
44,0.2517,,
44,0.1957,,
44,0.2418,,
45,0.217,,
45,0.195,,
45,0.2106,,
45,0.1731,,
45,0.219,,
45,0.2307,,
45,0.3137,,
45,0.266,,
45,0.2358,,
45,0.0987,,
45,0.2908,,
45,0.2681,,
45,0.2769,,
45,0.1644,,
45,0.2479,,
45,0.279,,
45,0.1552,,
45,0.2257,,
45,0.1584,,
45,0.3866,,
45,0.3025,,
45,0.1857,,
45,0.1991,,
45,0.2251,,
45,0.1475,,
45,0.2961,,
45,0.3186,,
45,0.1369,,
45,0.2786,,
45,0.1769,,
45,0.2956,,
45,0.2004,,
45,0.2022,,
45,0.1703,,
45,0.1362,,
45,0.1904,,
45,0.1335,,
45,0.2195,,
45,0.1763,,
45,0.2098,,
45,0.2973,,
45,0.1496,,
45,0.1603,,
45,0.3094,,
45,0.21,,
45,0.2493,,
45,0.2295,,
45,0.1657,,
45,0.2043,,
45,0.2044,,
46,0.1698,,
46,0.2559,,
46,0.2039,,
46,0.1809,,
46,0.2587,,
46,0.1926,,
46,0.2398,,
46,0.3321,,
46,0.1832,,
46,0.3232,,
46,0.151,,
46,0.0922,,
46,0.2255,,
46,0.1589,,
46,0.2576,,
46,0.2424,,
46,0.2185,,
46,0.2706,,
46,0.2362,,
46,0.2999,,
46,0.1327,,
46,0.2144,,
46,0.1494,,
46,0.2599,,
46,0.1937,,
46,0.2734,,
46,0.2636,,
46,0.1728,,
46,0.24,,
46,0.2073,,
46,0.139,,
46,0.1504,,
46,0.1507,,
46,0.2761,,
46,0.1894,,
46,0.3234,,
46,0.276,,
46,0.1796,,
46,0.2586,,
46,0.2899,,
46,0.4317,,
46,0.1727,,
46,0.1894,,
46,0.2332,,
46,0.2624,,
46,0.1989,,
46,0.2605,,
46,0.2797,,
46,0.1689,,
46,0.2085,,
47,0.3285,,
47,0.2318,,
47,0.1926,,
47,0.2025,,
47,0.2325,,
47,0.1831,,
47,0.2437,,
47,0.2701,,
47,0.3186,,
47,0.169,,
47,0.1935,,
47,0.1898,,
47,0.2807,,
47,0.1902,,
47,0.2086,,
47,0.2652,,
47,0.1197,,
47,0.1791,,
47,0.4623,,
47,0.2214,,
47,0.4267,,
47,0.1728,,
47,0.2214,,
47,0.2478,,
47,0.2382,,
47,0.2144,,
47,0.208,,
47,0.2041,,
47,0.2785,,
47,0.109,,
47,0.1318,,
47,0.1557,,
47,0.2177,,
47,0.1841,,
47,0.254,,
47,0.1312,,
47,0.1701,,
47,0.1859,,
47,0.159,,
47,0.2128,,
47,0.1783,,
47,0.1504,,
47,0.2273,,
47,0.1877,,
47,0.1731,,
47,0.1935,,
47,0.1129,,
47,0.3529,,
47,0.114,,
47,0.2269,,
48,0.236,,
48,0.3088,,
48,0.1397,,
48,0.242,,
48,0.2407,,
48,0.1726,,
48,0.2003,,
48,0.2058,,
48,0.1912,,
48,0.2139,,
48,0.3064,,
48,0.273,,
48,0.1279,,
48,0.2082,,
48,0.3233,,
48,0.2247,,
48,0.1012,,
48,0.2458,,
48,0.2085,,
48,0.1746,,
48,0.1464,,
48,0.1484,,
48,0.1889,,
48,0.2244,,
48,0.2338,,
48,0.2196,,
48,0.1714,,
48,0.2148,,
48,0.1671,,
48,0.3418,,
48,0.3014,,
48,0.1363,,
48,0.2757,,
48,0.3199,,
48,0.2094,,
48,0.2459,,
48,0.2542,,
48,0.24,,
48,0.1693,,
48,0.2809,,
48,0.2138,,
48,0.2042,,
48,0.2043,,
48,0.2119,,
48,0.2098,,
48,0.2219,,
48,0.2793,,
48,0.2408,,
48,0.158,,
48,0.1659,,
49,0.2528,,
49,0.1149,,
49,0.2465,,
49,0.2124,,
49,0.2852,,
49,0.2434,,
49,0.1779,,
49,0.162,,
49,0.0924,,
49,0.1808,,
49,0.1547,,
49,0.3025,,
49,0.2791,,
49,0.1614,,
49,0.1699,,
49,0.2254,,
49,0.1288,,
49,0.2364,,
49,0.1799,,
49,0.2084,,
49,0.2374,,
49,0.1377,,
49,0.2239,,
49,0.2657,,
49,0.2525,,
49,0.1504,,
49,0.2576,,
49,0.2578,,
49,0.1093,,
49,0.3107,,
49,0.2133,,
49,0.1464,,
49,0.1086,,
49,0.3034,,
49,0.1718,,
49,0.2501,,
49,0.2224,,
49,0.1501,,
49,0.1839,,
49,0.2487,,
49,0.2731,,
49,0.3101,,
49,0.1277,,
49,0.1483,,
49,0.221,,
49,0.2033,,
49,0.1771,,
49,0.114,,
49,0.1911,,
49,0.2768,,
50,0.1295,,
50,0.1314,,
50,0.2651,,
50,0.2349,,
50,0.2431,,
50,0.2706,,
50,0.2458,,
50,0.2528,,
50,0.1556,,
50,0.2144,,
50,0.3679,,
50,0.1799,,
50,0.2673,,
50,0.2044,,
50,0.1577,,
50,0.2289,,
50,0.2287,,
50,0.1764,,
50,0.1734,,
50,0.2289,,
50,0.3465,,
50,0.219,,
50,0.1781,,
50,0.2542,,
50,0.2464,,
50,0.212,,
50,0.2818,,
50,0.3009,,
50,0.2535,,
50,0.1956,,
50,0.2107,,
50,0.2161,,
50,0.1889,,
50,0.2399,,
50,0.197,,
50,0.226,,
50,0.1542,,
50,0.2352,,
50,0.2497,,
50,0.1854,,
50,0.2335,,
50,0.2201,,
50,0.2006,,
50,0.3137,,
50,0.1353,,
50,0.2,,
50,0.2984,,
50,0.2032,,
50,0.2169,,
50,0.1723,,
51,0.2483,,
51,0.2185,,
51,0.1685,,
51,0.1599,,
51,0.2274,,
51,0.159,,
51,0.22,,
51,0.1628,,
51,0.1742,,
51,0.1822,,
51,0.1497,,
51,0.1545,,
51,0.289,,
51,0.2304,,
51,0.1961,,
51,0.1843,,
51,0.316,,
51,0.2898,,
51,0.1077,,
51,0.2031,,
51,0.1753,,
51,0.1893,,
51,0.2069,,
51,0.169,,
51,0.1728,,
51,0.3689,,
51,0.1809,,
51,0.1432,,
51,0.1918,,
51,0.2416,,
51,0.1609,,
51,0.2901,,
51,0.1625,,
51,0.2017,,
51,0.266,,
51,0.1999,,
51,0.2443,,
51,0.1332,,
51,0.1637,,
51,0.1888,,
51,0.2187,,
51,0.1106,,
51,0.2243,,
51,0.3161,,
51,0.2018,,
51,0.1613,,
51,0.2093,,
51,0.2687,,
51,0.241,,
51,0.2177,,
52,0.1987,,
52,0.1715,,
52,0.1966,,
52,0.2044,,
52,0.1286,,
52,0.2945,,
52,0.1644,,
52,0.1861,,
52,0.1666,,
52,0.1658,,
52,0.1948,,
52,0.0903,,
52,0.2045,,
52,0.2403,,
52,0.1909,,
52,0.161,,
52,0.1948,,
52,0.2226,,
52,0.254,,
52,0.2857,,
52,0.1481,,
52,0.1769,,
52,0.3576,,
52,0.2388,,
52,0.2562,,
52,0.1774,,
52,0.1935,,
52,0.246,,
52,0.2055,,
52,0.185,,
52,0.18,,
52,0.2445,,
52,0.1999,,
52,0.1489,,
52,0.2622,,
52,0.1525,,
52,0.1795,,
52,0.1745,,
52,0.2041,,
52,0.1121,,
52,0.1427,,
52,0.2366,,
52,0.2132,,
52,0.2328,,
52,0.1857,,
52,0.2544,,
52,0.2251,,
52,0.2522,,
52,0.0921,,
52,0.2322,,
53,0.3566,,
53,0.2674,,
53,0.2143,,
53,0.1413,,
53,0.1559,,
53,0.1951,,
53,0.1536,,
53,0.2472,,
53,0.1502,,
53,0.2424,,
53,0.0942,,
53,0.1588,,
53,0.2021,,
53,0.1299,,
53,0.1684,,
53,0.1585,,
53,0.2407,,
53,0.173,,
53,0.2055,,
53,0.1973,,
53,0.1636,,
53,0.2798,,
53,0.1707,,
53,0.1695,,
53,0.2395,,
53,0.1578,,
53,0.132,,
53,0.1673,,
53,0.252,,
53,0.2749,,
53,0.2762,,
53,0.1696,,
53,0.144,,
53,0.2119,,
53,0.2613,,
53,0.223,,
53,0.2687,,
53,0.2336,,
53,0.1344,,
53,0.321,,
53,0.119,,
53,0.244,,
53,0.3056,,
53,0.1457,,
53,0.3153,,
53,0.2478,,
53,0.2159,,
53,0.2764,,
53,0.192,,
53,0.1919,,
54,0.2177,,
54,0.3912,,
54,0.1831,,
54,0.1528,,
54,0.1745,,
54,0.1715,,
54,0.1908,,
54,0.2315,,
54,0.1191,,
54,0.2285,,
54,0.2055,,
54,0.1786,,
54,0.2526,,
54,0.1875,,
54,0.1835,,
54,0.1869,,
54,0.3024,,
54,0.2428,,
54,0.2637,,
54,0.2757,,
54,0.1253,,
54,0.2475,,
54,0.1851,,
54,0.2758,,
54,0.1443,,
54,0.2689,,
54,0.3046,,
54,0.2636,,
54,0.2198,,
54,0.2126,,
54,0.1247,,
54,0.1314,,
54,0.1837,,
54,0.2541,,
54,0.2484,,
54,0.2069,,
54,0.1295,,
54,0.1124,,
54,0.1656,,
54,0.2692,,
54,0.2959,,
54,0.2349,,
54,0.2563,,
54,0.146,,
54,0.1379,,
54,0.2014,,
54,0.2032,,
54,0.1623,,
54,0.1123,,
54,0.1603,,
55,0.2341,,
55,0.1652,,
55,0.1474,,
55,0.2398,,
55,0.2316,,
55,0.0902,,
55,0.1775,,
55,0.1737,,
55,0.189,,
55,0.1827,,
55,0.1486,,
55,0.3051,,
55,0.2156,,
55,0.2763,,
55,0.2463,,
55,0.2877,,
55,0.2281,,
55,0.2003,,
55,0.2741,,
55,0.2067,,
55,0.1769,,
55,0.1672,,
55,0.1853,,
55,0.2086,,
55,0.1831,,
55,0.1797,,
55,0.2241,,
55,0.1596,,
55,0.1589,,
55,0.1134,,
55,0.2054,,
55,0.2157,,
55,0.2088,,
55,0.1682,,
55,0.1218,,
55,0.1753,,
55,0.1777,,
55,0.1772,,
55,0.2205,,
55,0.2356,,
55,0.1863,,
55,0.2665,,
55,0.2904,,
55,0.1843,,
55,0.2459,,
55,0.1583,,
55,0.1345,,
55,0.198,,
55,0.2131,,
55,0.1222,,
56,0.1397,,
56,0.1144,,
56,0.2093,,
56,0.2277,,
56,0.2065,,
56,0.1501,,
56,0.2073,,
56,0.1521,,
56,0.1113,,
56,0.1918,,
56,0.1554,,
56,0.1596,,
56,0.2242,,
56,0.1621,,
56,0.2063,,
56,0.1242,,
56,0.1684,,
56,0.1873,,
56,0.1555,,
56,0.191,,
56,0.1382,,
56,0.1969,,
56,0.1891,,
56,0.2033,,
56,0.1627,,
56,0.1713,,
56,0.1414,,
56,0.1782,,
56,0.1775,,
56,0.2221,,
56,0.2875,,
56,0.1885,,
56,0.1672,,
56,0.2351,,
56,0.2058,,
56,0.1385,,
56,0.2124,,
56,0.1857,,
56,0.284,,
56,0.1481,,
56,0.1578,,
56,0.2033,,
56,0.1927,,
56,0.1677,,
56,0.1773,,
56,0.1469,,
56,0.1999,,
56,0.2103,,
56,0.1337,,
56,0.0727,,
57,0.2882,,
57,0.2915,,
57,0.1443,,
57,0.1998,,
57,0.2045,,
57,0.1502,,
57,0.1559,,
57,0.2652,,
57,0.1669,,
57,0.2569,,
57,0.2101,,
57,0.104,,
57,0.1855,,
57,0.1504,,
57,0.107,,
57,0.2086,,
57,0.1404,,
57,0.1915,,
57,0.1722,,
57,0.1716,,
57,0.2692,,
57,0.1821,,
57,0.197,,
57,0.1798,,
57,0.1677,,
57,0.1921,,
57,0.2982,,
57,0.1394,,
57,0.1962,,
57,0.2424,,
57,0.243,,
57,0.1803,,
57,0.2746,,
57,0.1668,,
57,0.1383,,
57,0.1932,,
57,0.1429,,
57,0.205,,
57,0.1851,,
57,0.2134,,
57,0.3044,,
57,0.2367,,
57,0.2615,,
57,0.1228,,
57,0.1526,,
57,0.1554,,
57,0.2385,,
57,0.2068,,
57,0.1365,,
57,0.272,,
58,0.1479,,
58,0.2192,,
58,0.1961,,
58,0.1599,,
58,0.129,,
58,0.2607,,
58,0.211,,
58,0.1637,,
58,0.2453,,
58,0.1623,,
58,0.1587,,
58,0.1613,,
58,0.2149,,
58,0.2231,,
58,0.1675,,
58,0.3184,,
58,0.2305,,
58,0.23,,
58,0.163,,
58,0.209,,
58,0.2189,,
58,0.199,,
58,0.1816,,
58,0.2731,,
58,0.1244,,
58,0.186,,
58,0.1847,,
58,0.1199,,
58,0.1611,,
58,0.2144,,
58,0.183,,
58,0.1896,,
58,0.2719,,
58,0.2411,,
58,0.3106,,
58,0.2303,,
58,0.212,,
58,0.1579,,
58,0.1368,,
58,0.1499,,
58,0.1679,,
58,0.1212,,
58,0.2247,,
58,0.1715,,
58,0.1671,,
58,0.3378,,
58,0.1292,,
58,0.1649,,
58,0.2534,,
58,0.1788,,
59,0.1912,,
59,0.1531,,
59,0.1547,,
59,0.1953,,
59,0.1308,,
59,0.1507,,
59,0.2221,,
59,0.1706,,
59,0.1987,,
59,0.2113,,
59,0.1523,,
59,0.1964,,
59,0.196,,
59,0.1852,,
59,0.2428,,
59,0.2056,,
59,0.2655,,
59,0.1337,,
59,0.1873,,
59,0.1698,,
59,0.094,,
59,0.2049,,
59,0.16,,
59,0.2465,,
59,0.268,,
59,0.2035,,
59,0.2251,,
59,0.2715,,
59,0.2111,,
59,0.1627,,
59,0.2105,,
59,0.2185,,
59,0.1855,,
59,0.267,,
59,0.2271,,
59,0.2016,,
59,0.1415,,
59,0.1997,,
59,0.2162,,
59,0.1459,,
59,0.2292,,
59,0.2302,,
59,0.2265,,
59,0.1175,,
59,0.1697,,
59,0.1665,,
59,0.1586,,
59,0.2393,,
59,0.1981,,
59,0.2165,,
60,0.1005,,
60,0.1644,,
60,0.1861,,
60,0.1285,,
60,0.2461,,
60,0.1453,,
60,0.24,,
60,0.2094,,
60,0.1361,,
60,0.1888,,
60,0.2146,,
60,0.1503,,
60,0.1312,,
60,0.2149,,
60,0.1731,,
60,0.2858,,
60,0.2329,,
60,0.2092,,
60,0.2464,,
60,0.1425,,
60,0.2364,,
60,0.2059,,
60,0.2413,,
60,0.1195,,
60,0.0803,,
60,0.1343,,
60,0.1832,,
60,0.3565,,
60,0.1584,,
60,0.1857,,
60,0.2596,,
60,0.2631,,
60,0.1088,,
60,0.1859,,
60,0.2137,,
60,0.3503,,
60,0.2422,,
60,0.1959,,
60,0.2056,,
60,0.1237,,
60,0.1831,,
60,0.2269,,
60,0.2446,,
60,0.1816,,
60,0.1892,,
60,0.206,,
60,0.1966,,
60,0.2156,,
60,0.1797,,
60,0.2524,,
61,0.2338,,
61,0.15,,
61,0.2983,,
61,0.2283,,
61,0.2951,,
61,0.0623,,
61,0.1373,,
61,0.1625,,
61,0.1936,,
61,0.1342,,
61,0.3606,,
61,0.1642,,
61,0.1925,,
61,0.1649,,
61,0.143,,
61,0.1866,,
61,0.1699,,
61,0.2535,,
61,0.1573,,
61,0.2839,,
61,0.1295,,
61,0.2632,,
61,0.1414,,
61,0.1768,,
61,0.1478,,
61,0.2952,,
61,0.1973,,
61,0.2045,,
61,0.2151,,
61,0.0985,,
61,0.108,,
61,0.2047,,
61,0.2756,,
61,0.1876,,
61,0.2072,,
61,0.1292,,
61,0.1722,,
61,0.1025,,
61,0.3139,,
61,0.2129,,
61,0.1817,,
61,0.1867,,
61,0.3571,,
61,0.2358,,
61,0.1696,,
61,0.2241,,
61,0.1914,,
61,0.1596,,
61,0.2186,,
61,0.2138,,
62,0.2239,,
62,0.1755,,
62,0.187,,
62,0.1773,,
62,0.2085,,
62,0.0996,,
62,0.1879,,
62,0.2611,,
62,0.1361,,
62,0.1552,,
62,0.2818,,
62,0.2628,,
62,0.4316,,
62,0.1121,,
62,0.2219,,
62,0.1749,,
62,0.2104,,
62,0.2951,,
62,0.1685,,
62,0.2223,,
62,0.3238,,
62,0.1824,,
62,0.1688,,
62,0.2694,,
62,0.2317,,
