mode,layer_count,epoch,batch_size,active_function,loss_function,optimizer_function,lr,weight_decay,time,loss_train,loss_validate,acc_train,acc_validate,acc_test,remark
DenseNet,"[6, 12, 24, 16]",6,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,112.5827705860138,0.7124590746819973,0.658845943236351,0.753625,0.7722,0,
DenseNet,"[6, 12, 24, 16]",7,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,113.41302037239075,0.6546692182779312,0.6299448120117187,0.773475,0.7848,0,
DenseNet,"[6, 12, 24, 16]",8,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,112.74793267250061,0.6057268393546343,0.5899046508491039,0.7909,0.7996,0,
DenseNet,"[6, 12, 24, 16]",9,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,112.66902899742126,0.5721490281939506,0.5640086125910282,0.80225,0.8072,0,
DenseNet,"[6, 12, 24, 16]",10,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,111.9005765914917,0.5460094703555107,0.5580059125483036,0.811875,0.8089,0,
DenseNet,"[6, 12, 24, 16]",11,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,110.90003776550293,0.463218930144608,0.47541903993487356,0.83965,0.8382,0,
DenseNet,"[6, 12, 24, 16]",12,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,112.35876774787903,0.43202836524397137,0.4751432386994362,0.852075,0.8376,0,
DenseNet,"[6, 12, 24, 16]",13,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,112.71179986000061,0.4158749424725771,0.4517757517874241,0.857175,0.8455,0,
DenseNet,"[6, 12, 24, 16]",14,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,112.4115469455719,0.4007286141708493,0.4432717321395874,0.86225,0.8502,0,
DenseNet,"[6, 12, 24, 16]",15,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,111.43182420730591,0.3868651693239808,0.45306846126914024,0.8673,0.8489,0,
DenseNet,"[6, 12, 24, 16]",16,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,111.24314498901367,0.33481798255816103,0.40758410513401033,0.88485,0.8647,0,
DenseNet,"[6, 12, 24, 16]",17,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,111.5612804889679,0.3141208605799824,0.40795818600058553,0.890575,0.8605,0,
DenseNet,"[6, 12, 24, 16]",18,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,111.47350907325745,0.30788382310047746,0.41503968057632445,0.893275,0.864,0,
DenseNet,"[6, 12, 24, 16]",19,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,111.3000259399414,0.2966545002117753,0.4137511788353324,0.897075,0.8642,0,
DenseNet,"[6, 12, 24, 16]",20,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,112.42486238479614,0.29056196392178535,0.4102421319290996,0.8991,0.863,0,
DenseNet,"[6, 12, 24, 16]",21,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,110.81614804267883,0.2581568056091666,0.3889562303766608,0.911575,0.8706,0,
DenseNet,"[6, 12, 24, 16]",22,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,110.70722317695618,0.24535536928810178,0.38871192180514336,0.915675,0.8732,0,
DenseNet,"[6, 12, 24, 16]",23,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,110.86751174926758,0.2388587929662317,0.3945730482749641,0.917725,0.8709,0,
DenseNet,"[6, 12, 24, 16]",24,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,110.55803537368774,0.23340281983353198,0.3945261651523411,0.918125,0.8705,0,
DenseNet,"[6, 12, 24, 16]",25,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,110.52455949783325,0.22969206441696732,0.3879871561259031,0.91995,0.8746,0,
DenseNet,"[6, 12, 24, 16]",26,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,110.58257055282593,0.21313560142219068,0.3832170003667474,0.926425,0.8739,0,
DenseNet,"[6, 12, 24, 16]",27,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,110.6687126159668,0.2070079830819741,0.3726440740302205,0.9284,0.8815,0,
DenseNet,"[6, 12, 24, 16]",28,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,110.50601410865784,0.20511699740067124,0.37960103460662065,0.92875,0.8773,0,
DenseNet,"[6, 12, 24, 16]",29,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,110.70185494422913,0.19971156694442033,0.39069760347232224,0.93085,0.8777,0,
DenseNet,"[6, 12, 24, 16]",30,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,110.931391954422,0.19748044375889004,0.38649789250940086,0.931825,0.8764,0,
DenseNet,"[6, 12, 24, 16]",1,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,90.7265317440033,1.745249812912941,1.7784913662910462,0.34795,0.3452,0,
DenseNet,"[6, 12, 24, 16]",2,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,90.6374089717865,1.5190189873695374,1.561478769683838,0.447225,0.4307,0,
DenseNet,"[6, 12, 24, 16]",3,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,90.48691940307617,1.4052104961633682,1.4647503106117248,0.4914,0.4716,0,
DenseNet,"[6, 12, 24, 16]",4,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,90.24892115592957,1.329693549144268,1.435675587940216,0.5225,0.4832,0,
DenseNet,"[6, 12, 24, 16]",5,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,92.6934757232666,1.2587187799453736,1.3822048525810242,0.5501,0.5168,0,
DenseNet,"[6, 12, 24, 16]",6,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,92.33874154090881,1.1240240301132203,1.1970310181617736,0.599175,0.5665,0,
DenseNet,"[6, 12, 24, 16]",7,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,90.33652544021606,1.093786418557167,1.1029741029262543,0.613275,0.6089,0,
DenseNet,"[6, 12, 24, 16]",8,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,92.8883409500122,1.0637701221704483,1.0321620322227478,0.62285,0.6336,0,
DenseNet,"[6, 12, 24, 16]",9,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,91.37891292572021,1.0348766154408455,1.027012663269043,0.637825,0.6328,0,
DenseNet,"[6, 12, 24, 16]",10,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,91.44819664955139,1.0193721959650517,1.074156427001953,0.641075,0.6089,0,
DenseNet,"[6, 12, 24, 16]",11,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,91.4104905128479,0.9246064838051796,0.9213516769886017,0.674375,0.6751,0,
DenseNet,"[6, 12, 24, 16]",12,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,90.66658902168274,0.9106135668158531,0.9029050743103028,0.679825,0.6773,0,
DenseNet,"[6, 12, 24, 16]",13,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,90.24149870872498,0.8954773443937302,0.9123450172185897,0.68745,0.681,0,
DenseNet,"[6, 12, 24, 16]",14,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,90.2832989692688,0.886103152614832,0.8951479977607727,0.6902,0.6942,0,
DenseNet,"[6, 12, 24, 16]",15,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,90.22260427474976,0.8674003654718399,0.828261561870575,0.697225,0.7079,0,
DenseNet,"[6, 12, 24, 16]",16,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,90.25502753257751,0.805688893121481,0.7665734251260757,0.719675,0.7341,0,
DenseNet,"[6, 12, 24, 16]",17,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,91.17063117027283,0.7892076418280601,0.7958883924722672,0.7253,0.7267,0,
DenseNet,"[6, 12, 24, 16]",18,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,91.07546997070312,0.7768142854392529,0.7772585465192795,0.72975,0.7271,0,
DenseNet,"[6, 12, 24, 16]",19,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,91.26960372924805,0.7671133426725865,0.7757486208200455,0.7337,0.7294,0,
DenseNet,"[6, 12, 24, 16]",20,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,91.79297256469727,0.7720323201656342,0.745059545135498,0.732225,0.7398,0,
DenseNet,"[6, 12, 24, 16]",21,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,91.56361770629883,0.7161746089458465,0.7090542025804519,0.751775,0.7576,0,
DenseNet,"[6, 12, 24, 16]",22,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,91.58440232276917,0.7035898114860057,0.6961340579390526,0.75545,0.7608,0,
DenseNet,"[6, 12, 24, 16]",23,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,90.30333209037781,0.6976228152573108,0.6824048109292984,0.7602,0.7602,0,
DenseNet,"[6, 12, 24, 16]",24,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,89.98929381370544,0.69412495470047,0.6827594667673111,0.76135,0.762,0,
DenseNet,"[6, 12, 24, 16]",25,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,90.0428535938263,0.6842748643815517,0.676050746512413,0.762525,0.7658,0,
DenseNet,"[6, 12, 24, 16]",26,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,90.87377452850342,0.6490043633937835,0.6331200279593467,0.775525,0.7807,0,
DenseNet,"[6, 12, 24, 16]",27,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,90.91528153419495,0.6404330007433892,0.6451211999058724,0.77995,0.7774,0,
DenseNet,"[6, 12, 24, 16]",28,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.00426530838013,0.6351365372240544,0.6409055689096451,0.782925,0.7771,0,
DenseNet,"[6, 12, 24, 16]",29,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,90.93579125404358,0.6327356543451548,0.6255018016695977,0.78295,0.7863,0,
DenseNet,"[6, 12, 24, 16]",30,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.59710097312927,0.631994643291831,0.6177641650915145,0.7808,0.789,0,
DenseNet,"[6, 12, 24, 16]",1,16,Sigmoid,CrossEntropyLoss,Adam,0.001,0.0001,112.20414209365845,1.923270387172699,1.9504686220169067,0.2627,0.236,0,
DenseNet,"[6, 12, 24, 16]",2,16,Sigmoid,CrossEntropyLoss,Adam,0.001,0.0001,110.73244714736938,1.780020692539215,1.9421351543426513,0.32335,0.2908,0,
DenseNet,"[6, 12, 24, 16]",3,16,Sigmoid,CrossEntropyLoss,Adam,0.001,0.0001,110.7189428806305,1.706038697719574,2.1153889640808106,0.357075,0.2863,0,
DenseNet,"[6, 12, 24, 16]",4,16,Sigmoid,CrossEntropyLoss,Adam,0.001,0.0001,110.84084177017212,1.6588916411161423,1.8026931961059571,0.378075,0.3373,0,
DenseNet,"[6, 12, 24, 16]",5,16,Sigmoid,CrossEntropyLoss,Adam,0.001,0.0001,110.96460485458374,1.6229543990850448,1.9644076261520387,0.397275,0.314,0,
DenseNet,"[6, 12, 24, 16]",6,16,Sigmoid,CrossEntropyLoss,Adam,0.0005,0.0001,111.23464727401733,1.5114586297512054,1.8644640586853027,0.441425,0.3708,0,
DenseNet,"[6, 12, 24, 16]",7,16,Sigmoid,CrossEntropyLoss,Adam,0.0005,0.0001,110.86237955093384,1.4563231801748275,1.6591231825828552,0.46255,0.3835,0,
DenseNet,"[6, 12, 24, 16]",8,16,Sigmoid,CrossEntropyLoss,Adam,0.0005,0.0001,111.09774899482727,1.403745107126236,1.6689226570129394,0.48395,0.4025,0,
DenseNet,"[6, 12, 24, 16]",9,16,Sigmoid,CrossEntropyLoss,Adam,0.0005,0.0001,112.05713963508606,1.3623802950382233,1.7131324851036072,0.5047,0.355,0,
DenseNet,"[6, 12, 24, 16]",10,16,Sigmoid,CrossEntropyLoss,Adam,0.0005,0.0001,111.55240964889526,1.3255323880195617,2.132897084236145,0.519375,0.307,0,
DenseNet,"[6, 12, 24, 16]",11,16,Sigmoid,CrossEntropyLoss,Adam,0.00025,0.0001,113.68483066558838,1.2430417249441146,1.693265353012085,0.552325,0.3984,0,
DenseNet,"[6, 12, 24, 16]",12,16,Sigmoid,CrossEntropyLoss,Adam,0.00025,0.0001,113.48310661315918,1.232697732770443,2.0828577424049377,0.557225,0.3146,0,
DenseNet,"[6, 12, 24, 16]",13,16,Sigmoid,CrossEntropyLoss,Adam,0.00025,0.0001,113.13710141181946,1.2144325194239616,1.480691716480255,0.564375,0.472,0,
DenseNet,"[6, 12, 24, 16]",14,16,Sigmoid,CrossEntropyLoss,Adam,0.00025,0.0001,112.49767994880676,1.2004334968090058,1.703832345867157,0.56885,0.3884,0,
DenseNet,"[6, 12, 24, 16]",15,16,Sigmoid,CrossEntropyLoss,Adam,0.00025,0.0001,112.58341765403748,1.1829177653312684,1.4799555911064148,0.575125,0.4753,0,
DenseNet,"[6, 12, 24, 16]",16,16,Sigmoid,CrossEntropyLoss,Adam,0.000125,0.0001,110.80335712432861,1.1416096916794778,1.3302460134506227,0.592075,0.5205,0,
DenseNet,"[6, 12, 24, 16]",17,16,Sigmoid,CrossEntropyLoss,Adam,0.000125,0.0001,111.25688099861145,1.1296582735657692,1.246422544193268,0.5983,0.5495,0,
DenseNet,"[6, 12, 24, 16]",18,16,Sigmoid,CrossEntropyLoss,Adam,0.000125,0.0001,110.92989802360535,1.1148865920186042,1.2438217149734496,0.601125,0.5526,0,
DenseNet,"[6, 12, 24, 16]",19,16,Sigmoid,CrossEntropyLoss,Adam,0.000125,0.0001,111.84849882125854,1.1118101521968842,1.253845500087738,0.59975,0.5486,0,
DenseNet,"[6, 12, 24, 16]",20,16,Sigmoid,CrossEntropyLoss,Adam,0.000125,0.0001,110.74988269805908,1.1039384250283242,1.473068705368042,0.60775,0.4534,0,
DenseNet,"[6, 12, 24, 16]",21,16,Sigmoid,CrossEntropyLoss,Adam,6.25e-05,0.0001,112.27716398239136,1.073848740196228,1.1579745794296266,0.61835,0.5877,0,
DenseNet,"[6, 12, 24, 16]",22,16,Sigmoid,CrossEntropyLoss,Adam,6.25e-05,0.0001,112.85144853591919,1.0678655236959458,1.1287915342330932,0.6186,0.5939,0,
DenseNet,"[6, 12, 24, 16]",23,16,Sigmoid,CrossEntropyLoss,Adam,6.25e-05,0.0001,113.50108551979065,1.0746822569847108,1.07000524892807,0.618425,0.6209,0,
DenseNet,"[6, 12, 24, 16]",24,16,Sigmoid,CrossEntropyLoss,Adam,6.25e-05,0.0001,113.46354341506958,1.067188361263275,1.1554526005268098,0.620225,0.5873,0,
DenseNet,"[6, 12, 24, 16]",25,16,Sigmoid,CrossEntropyLoss,Adam,6.25e-05,0.0001,113.56248545646667,1.0603246186494828,1.2290905347824097,0.621,0.5516,0,
DenseNet,"[6, 12, 24, 16]",26,16,Sigmoid,CrossEntropyLoss,Adam,3.125e-05,0.0001,113.9445571899414,1.0419339233517646,1.0063002636432647,0.6299,0.6383,0,
DenseNet,"[6, 12, 24, 16]",27,16,Sigmoid,CrossEntropyLoss,Adam,3.125e-05,0.0001,114.38668584823608,1.040623992228508,0.9934435939788818,0.63075,0.6476,0,
DenseNet,"[6, 12, 24, 16]",28,16,Sigmoid,CrossEntropyLoss,Adam,3.125e-05,0.0001,112.7898576259613,1.0403244610190392,1.0353128467559813,0.629775,0.6299,0,
DenseNet,"[6, 12, 24, 16]",29,16,Sigmoid,CrossEntropyLoss,Adam,3.125e-05,0.0001,112.272545337677,1.0368444180130958,1.059211876106262,0.63125,0.6251,0,
DenseNet,"[6, 12, 24, 16]",30,16,Sigmoid,CrossEntropyLoss,Adam,3.125e-05,0.0001,112.38157868385315,1.034241093480587,1.0885836794376373,0.63045,0.6113,0,
MLP,2,1,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.679338693618774,2.0454630563735963,1.9471503183364869,0.23955,0.2672,0,"num_neurons:[512, 128]"
MLP,2,2,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.524542570114136,1.9264127626895904,1.9346657299041747,0.2844,0.2951,0,"num_neurons:[512, 128]"
MLP,2,3,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.608293294906616,1.8855448838233948,1.876141669845581,0.3021,0.3096,0,"num_neurons:[512, 128]"
MLP,2,4,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.82960343360901,1.862114382314682,1.8676261499404907,0.311725,0.3003,0,"num_neurons:[512, 128]"
MLP,2,5,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.51593041419983,1.842543361568451,1.881232776069641,0.31755,0.293,0,"num_neurons:[512, 128]"
MLP,2,6,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,31.144381999969482,1.7473522386789322,1.7375266468048096,0.35315,0.3686,0,"num_neurons:[512, 128]"
MLP,2,7,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.810569047927856,1.7242975510358811,1.750682060623169,0.3657,0.3535,0,"num_neurons:[512, 128]"
MLP,2,8,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.7353675365448,1.714336660671234,1.743546099281311,0.3717,0.3748,0,"num_neurons:[512, 128]"
MLP,2,9,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.40089440345764,1.6980992403030395,1.707695371055603,0.379475,0.3758,0,"num_neurons:[512, 128]"
MLP,2,10,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.658358097076416,1.6924064107179642,1.6833182876586914,0.37565,0.3855,0,"num_neurons:[512, 128]"
MLP,2,11,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,30.90802764892578,1.6294882605552674,1.6464001826286316,0.4055,0.406,0,"num_neurons:[512, 128]"
MLP,2,12,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,31.02188205718994,1.6060213643550874,1.6281522055625917,0.412225,0.4181,0,"num_neurons:[512, 128]"
MLP,2,13,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,30.94039559364319,1.591955159330368,1.6038680416107178,0.42185,0.4184,0,"num_neurons:[512, 128]"
MLP,2,14,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,31.110106945037842,1.5805912647008895,1.5948822555541993,0.427325,0.4224,0,"num_neurons:[512, 128]"
MLP,2,15,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,30.95992088317871,1.5702916301488876,1.5981162174224854,0.432275,0.4266,0,"num_neurons:[512, 128]"
MLP,2,16,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,31.181101083755493,1.5260033537387847,1.5373266622543336,0.447975,0.4495,0,"num_neurons:[512, 128]"
MLP,2,17,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.78751254081726,1.5179572142124176,1.5359941634178162,0.4505,0.4534,0,"num_neurons:[512, 128]"
MLP,2,18,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.72948694229126,1.5075020554065703,1.5223079374313355,0.458575,0.4519,0,"num_neurons:[512, 128]"
MLP,2,19,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.89635181427002,1.498043595790863,1.5346375992774963,0.460625,0.4457,0,"num_neurons:[512, 128]"
MLP,2,20,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.738337516784668,1.4973727130174637,1.5378452620506287,0.4591,0.4476,0,"num_neurons:[512, 128]"
MLP,2,21,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,31.21769380569458,1.4666748023986815,1.4954187705039979,0.47105,0.4615,0,"num_neurons:[512, 128]"
MLP,2,22,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.912105560302734,1.4558687791109086,1.4751821284294129,0.475525,0.472,0,"num_neurons:[512, 128]"
MLP,2,23,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.717467069625854,1.4451870704889298,1.4835226601600646,0.479475,0.4678,0,"num_neurons:[512, 128]"
MLP,2,24,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.95132303237915,1.4351659787654876,1.4844527419090272,0.482925,0.4691,0,"num_neurons:[512, 128]"
MLP,2,25,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.654189586639404,1.4319810612678527,1.4706948066711425,0.488775,0.4731,0,"num_neurons:[512, 128]"
MLP,2,26,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.833298683166504,1.4153246038436889,1.4534439469337463,0.492875,0.4808,0,"num_neurons:[512, 128]"
MLP,2,27,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.589266777038574,1.407099211359024,1.448246548652649,0.4969,0.481,0,"num_neurons:[512, 128]"
MLP,2,28,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.56729292869568,1.4017371644258498,1.444511546421051,0.4978,0.4823,0,"num_neurons:[512, 128]"
MLP,2,29,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.714443683624268,1.3940173571348191,1.4413583160400392,0.50105,0.4823,0,"num_neurons:[512, 128]"
MLP,2,30,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.70694375038147,1.3933502702236176,1.4450421488761902,0.50165,0.4872,0,"num_neurons:[512, 128]"
MLP,3,1,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.867135047912598,1.9603451541900634,1.9250567405700683,0.289075,0.3089,0,"num_neurons:[512, 256, 128]"
MLP,3,2,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.972256183624268,1.8619725632190705,1.8570914407730104,0.321875,0.3227,0,"num_neurons:[512, 256, 128]"
MLP,3,3,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.15609359741211,1.8292532285690308,1.8164683883666992,0.3372,0.3413,0,"num_neurons:[512, 256, 128]"
MLP,3,4,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,29.988402366638184,1.8057489057540894,1.7958841884613037,0.342825,0.3368,0,"num_neurons:[512, 256, 128]"
MLP,3,5,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.57454013824463,1.7871931088924409,1.7935432344436646,0.35215,0.349,0,"num_neurons:[512, 256, 128]"
MLP,3,6,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.297795057296753,1.6976054373979568,1.7003838661193849,0.383825,0.3855,0,"num_neurons:[512, 256, 128]"
MLP,3,7,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.559974431991577,1.6717812715768814,1.6729959560394287,0.39285,0.3978,0,"num_neurons:[512, 256, 128]"
MLP,3,8,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.13027048110962,1.65471999604702,1.6851384777069092,0.400925,0.3915,0,"num_neurons:[512, 256, 128]"
MLP,3,9,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,29.718445777893066,1.6437063304662705,1.6593435265541077,0.404675,0.4039,0,"num_neurons:[512, 256, 128]"
MLP,3,10,16,ReLU,CrossEntropyLoss,Adam,0.0005,0.0001,30.212337017059326,1.6323815250873566,1.6422792094230652,0.4102,0.4034,0,"num_neurons:[512, 256, 128]"
MLP,3,11,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,29.863816738128662,1.5664658307552337,1.5870597316741943,0.432925,0.4267,0,"num_neurons:[512, 256, 128]"
MLP,3,12,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,29.89800763130188,1.5571676890134811,1.5764902496337891,0.436175,0.4342,0,"num_neurons:[512, 256, 128]"
MLP,3,13,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,29.811811447143555,1.5435621743440628,1.5762743030548096,0.442125,0.4372,0,"num_neurons:[512, 256, 128]"
MLP,3,14,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,29.983147382736206,1.5330523762464523,1.5592974479675292,0.448775,0.4376,0,"num_neurons:[512, 256, 128]"
MLP,3,15,16,ReLU,CrossEntropyLoss,Adam,0.00025,0.0001,30.523926496505737,1.529503278684616,1.5549906741142272,0.448325,0.4461,0,"num_neurons:[512, 256, 128]"
MLP,3,16,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.026596546173096,1.4845397705078125,1.518284903717041,0.463075,0.4549,0,"num_neurons:[512, 256, 128]"
MLP,3,17,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.42298173904419,1.4697494768381119,1.5064970894813539,0.468025,0.4608,0,"num_neurons:[512, 256, 128]"
MLP,3,18,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.558753490447998,1.4601817298412323,1.495842867565155,0.47375,0.4631,0,"num_neurons:[512, 256, 128]"
MLP,3,19,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.402406930923462,1.4520429019212724,1.4949181629180908,0.47855,0.4627,0,"num_neurons:[512, 256, 128]"
MLP,3,20,16,ReLU,CrossEntropyLoss,Adam,0.000125,0.0001,30.151970386505127,1.4414091525793076,1.4908351371765136,0.48335,0.4639,0,"num_neurons:[512, 256, 128]"
MLP,3,21,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.153218030929565,1.412881138062477,1.4592831458091735,0.492025,0.4788,0,"num_neurons:[512, 256, 128]"
MLP,3,22,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,29.920803785324097,1.3970792964220047,1.4558883003234864,0.499725,0.4765,0,"num_neurons:[512, 256, 128]"
MLP,3,23,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.90299677848816,1.3878963510513305,1.4457849964141847,0.5013,0.4835,0,"num_neurons:[512, 256, 128]"
MLP,3,24,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.282654523849487,1.3835573611736298,1.44617822971344,0.5021,0.4827,0,"num_neurons:[512, 256, 128]"
MLP,3,25,16,ReLU,CrossEntropyLoss,Adam,6.25e-05,0.0001,30.251182317733765,1.3779759599685668,1.4408299637794495,0.5062,0.4852,0,"num_neurons:[512, 256, 128]"
MLP,3,26,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.01228666305542,1.3567435328483581,1.4239393244743348,0.5105,0.4893,0,"num_neurons:[512, 256, 128]"
MLP,3,27,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.233293533325195,1.3499860483169555,1.4250055618286133,0.51495,0.4919,0,"num_neurons:[512, 256, 128]"
MLP,3,28,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.38145923614502,1.349848137331009,1.4083617672920228,0.516475,0.4974,0,"num_neurons:[512, 256, 128]"
MLP,3,29,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.162333726882935,1.3377585422992706,1.4096896375656127,0.51775,0.494,0,"num_neurons:[512, 256, 128]"
MLP,3,30,16,ReLU,CrossEntropyLoss,Adam,3.125e-05,0.0001,30.411787509918213,1.3343964989662171,1.4027861109733581,0.520375,0.4985,0,"num_neurons:[512, 256, 128]"
MLP,4,1,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.118778705596924,1.9692468579769133,1.9098999914169312,0.273475,0.2982,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,2,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,30.29379153251648,1.866081493473053,1.8389629293441772,0.317325,0.3303,0,"num_neurons:[512, 256, 128, 64]"
