mode,layer_count,epoch,batch_size,active_function,loss_function,optimizer_function,lr,weight_decay,time,loss_train,loss_validate,acc_train,acc_validate,acc_test,remark
MLP,2,15,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.355602741241455,1.5571990532159805,1.5766416003227235,0.441825,0.4356,0,"num_neurons:[512, 128]"
MLP,2,16,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.289783716201782,1.544911260509491,1.5736931504249572,0.4477,0.4315,0,"num_neurons:[512, 128]"
MLP,2,17,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.124884128570557,1.5374835101127624,1.5662790776252746,0.44585,0.4363,0,"num_neurons:[512, 128]"
MLP,2,18,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.30956506729126,1.5353618650913239,1.5612152234077454,0.452075,0.4315,0,"num_neurons:[512, 128]"
MLP,2,19,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.1373553276062,1.5284543388843537,1.562150354385376,0.450925,0.4384,0,"num_neurons:[512, 128]"
MLP,2,20,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,23.973947286605835,1.5246381123542785,1.5522582151412965,0.4519,0.4454,0,"num_neurons:[512, 128]"
MLP,2,21,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,23.943970441818237,1.5189884432315826,1.5411486536026,0.457075,0.4425,0,"num_neurons:[512, 128]"
MLP,2,22,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,23.95259928703308,1.5169765615701676,1.5440543976783752,0.455725,0.4431,0,"num_neurons:[512, 128]"
MLP,2,23,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,23.925801277160645,1.5141216860771178,1.5401399198532104,0.454925,0.4417,0,"num_neurons:[512, 128]"
MLP,2,24,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,23.924546003341675,1.5097075647592544,1.5337238763809204,0.458775,0.4476,0,"num_neurons:[512, 128]"
MLP,2,25,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.00648331642151,1.510399778366089,1.5436132016181945,0.458325,0.4428,0,"num_neurons:[512, 128]"
MLP,2,26,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,23.907705068588257,1.5077250750303268,1.5343940618515015,0.4614,0.447,0,"num_neurons:[512, 128]"
MLP,2,27,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,23.965767860412598,1.506411161351204,1.5355251151084899,0.461775,0.4499,0,"num_neurons:[512, 128]"
MLP,2,28,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,23.91367769241333,1.5091835819244386,1.534711409664154,0.457525,0.4511,0,"num_neurons:[512, 128]"
MLP,2,29,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.049591541290283,1.5026838900566102,1.5294617772102357,0.46055,0.4465,0,"num_neurons:[512, 128]"
MLP,2,30,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.00128483772278,1.50162264919281,1.5300640233039855,0.46135,0.4516,0,"num_neurons:[512, 128]"
MLP,3,1,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.253854513168335,2.2905952202796938,2.2503106754302977,0.12455,0.1624,0,"num_neurons:[512, 256, 128]"
MLP,3,2,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.279380321502686,2.141125655412674,2.0784609853744507,0.18415,0.2135,0,"num_neurons:[512, 256, 128]"
MLP,3,3,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.324368000030518,2.0551503423690796,2.0420321338653564,0.21645,0.2342,0,"num_neurons:[512, 256, 128]"
MLP,3,4,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.377148151397705,2.0124494102478026,1.9947459840774535,0.243025,0.2543,0,"num_neurons:[512, 256, 128]"
MLP,3,5,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.34269881248474,1.9729293146133422,1.9577978498458863,0.26085,0.2735,0,"num_neurons:[512, 256, 128]"
MLP,3,6,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.347164154052734,1.9372353929519652,1.9330219148635863,0.281975,0.2808,0,"num_neurons:[512, 256, 128]"
MLP,3,7,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.2848219871521,1.915450055217743,1.9125551990509033,0.292525,0.2969,0,"num_neurons:[512, 256, 128]"
MLP,3,8,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.311907529830933,1.8943508741378785,1.8894686946868897,0.303725,0.3045,0,"num_neurons:[512, 256, 128]"
MLP,3,9,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.541427850723267,1.8728307063102723,1.873541033744812,0.31275,0.3163,0,"num_neurons:[512, 256, 128]"
MLP,3,10,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.278604745864868,1.8545755836486817,1.8567269088745118,0.321675,0.3242,0,"num_neurons:[512, 256, 128]"
MLP,3,11,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.32251763343811,1.834457398700714,1.8405056673049927,0.32815,0.3248,0,"num_neurons:[512, 256, 128]"
MLP,3,12,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.284627676010132,1.8234424332141876,1.8314001354217528,0.3332,0.3346,0,"num_neurons:[512, 256, 128]"
MLP,3,13,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.58987832069397,1.810961021900177,1.8165761419296265,0.336225,0.3381,0,"num_neurons:[512, 256, 128]"
MLP,3,14,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.591588973999023,1.8018505568981171,1.8101575033187867,0.339225,0.3338,0,"num_neurons:[512, 256, 128]"
MLP,3,15,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.21657681465149,1.7937051110267639,1.801496925163269,0.342475,0.3414,0,"num_neurons:[512, 256, 128]"
MLP,3,16,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.281095266342163,1.7824260450363159,1.7915599500656127,0.348225,0.3368,0,"num_neurons:[512, 256, 128]"
MLP,3,17,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.326793670654297,1.7762379759788514,1.7898752555847168,0.34795,0.3402,0,"num_neurons:[512, 256, 128]"
MLP,3,18,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.519155979156494,1.7718070919036866,1.7828878587722778,0.350975,0.3486,0,"num_neurons:[512, 256, 128]"
MLP,3,19,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.227911949157715,1.7683862626075744,1.7797255683898925,0.351825,0.3462,0,"num_neurons:[512, 256, 128]"
MLP,3,20,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.343562126159668,1.7610646418571472,1.7717626670837403,0.352475,0.3541,0,"num_neurons:[512, 256, 128]"
MLP,3,21,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.252089977264404,1.7539909508705138,1.7760047117233277,0.359475,0.3479,0,"num_neurons:[512, 256, 128]"
MLP,3,22,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.25943899154663,1.753284763765335,1.7679911870956422,0.3599,0.349,0,"num_neurons:[512, 256, 128]"
MLP,3,23,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.31174111366272,1.7497472877025604,1.7715634546279908,0.35905,0.3515,0,"num_neurons:[512, 256, 128]"
MLP,3,24,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.28534173965454,1.7492658145427704,1.7601029468536378,0.3595,0.3521,0,"num_neurons:[512, 256, 128]"
MLP,3,25,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.599920988082886,1.7442554903030396,1.758276923751831,0.360775,0.3582,0,"num_neurons:[512, 256, 128]"
MLP,3,26,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.737195253372192,1.7445779274940492,1.7586706930160523,0.3637,0.3519,0,"num_neurons:[512, 256, 128]"
MLP,3,27,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.762587308883667,1.7422300325393676,1.7603959455490112,0.36315,0.3567,0,"num_neurons:[512, 256, 128]"
MLP,3,28,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.772823333740234,1.7398350533008575,1.754544358444214,0.364025,0.3601,0,"num_neurons:[512, 256, 128]"
MLP,3,29,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.78117299079895,1.737702949142456,1.752127802658081,0.3649,0.3605,0,"num_neurons:[512, 256, 128]"
MLP,3,30,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.76367473602295,1.737516778421402,1.7548752618789674,0.36375,0.3581,0,"num_neurons:[512, 256, 128]"
MLP,4,1,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,25.306508541107178,2.3054376008033755,2.3045937503814695,0.100825,0.1005,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,2,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,25.04963445663452,2.30472159948349,2.3045629333496094,0.098875,0.099,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,3,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.55827760696411,2.303931299495697,2.30510458984375,0.10365,0.0981,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,4,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,25.112529039382935,2.302978676700592,2.3013231246948243,0.1035,0.0981,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,5,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,25.203879594802856,2.3002699878692625,2.2968992763519287,0.11155,0.1241,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,6,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,25.118431091308594,2.2939662578582762,2.2902425289154054,0.140875,0.1489,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,7,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.600688695907593,2.2837526242256163,2.2735514114379884,0.15035,0.168,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,8,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.528553247451782,2.2521252804756164,2.223267437744141,0.163475,0.1717,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,9,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.524686098098755,2.173557311820984,2.130297275352478,0.171625,0.1797,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,10,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.53702449798584,2.101703583717346,2.091110668373108,0.185025,0.1975,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,11,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.862685918807983,2.0833229595184326,2.085956218147278,0.190825,0.191,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,12,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.756861209869385,2.0773334851264953,2.080056728363037,0.1903,0.1918,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,13,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,25.085272789001465,2.0717126242160795,2.0755021562576292,0.19275,0.1966,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,14,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,25.11648154258728,2.067988968229294,2.0723776739120483,0.194375,0.1955,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,15,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,25.05038857460022,2.0630145857810973,2.0667969999313356,0.19445,0.1925,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,16,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,25.050580501556396,2.058576041793823,2.065887054443359,0.19555,0.1954,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,17,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.759047031402588,2.0560878876686095,2.0658092653274536,0.1966,0.1959,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,18,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.833789110183716,2.0555844377040864,2.0630820503234863,0.200125,0.1887,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,19,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,25.087059259414673,2.05288081035614,2.0586762292861938,0.1967,0.1996,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,20,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,25.064313173294067,2.051105183792114,2.060430040550232,0.197525,0.203,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,21,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,25.1592116355896,2.049597707748413,2.055243840408325,0.198125,0.2046,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,22,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,25.134337902069092,2.0491418414592744,2.053781523513794,0.200625,0.2078,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,23,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,25.11065149307251,2.0473428178310393,2.053578701400757,0.201075,0.1966,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,24,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,25.17275094985962,2.047556320953369,2.0527258275985716,0.2005,0.1977,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,25,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,25.11289668083191,2.045813757419586,2.052794829368591,0.199025,0.2008,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,26,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,25.073165893554688,2.0441638971328735,2.051204060173035,0.20275,0.2,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,27,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,25.355708599090576,2.043583892917633,2.0504897493362426,0.1991,0.2101,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,28,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,25.080727100372314,2.0451446397304536,2.0524972173690794,0.204325,0.1997,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,29,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,25.061573266983032,2.0429863878726957,2.0494381927490233,0.200425,0.2059,0,"num_neurons:[512, 256, 128, 64]"
MLP,4,30,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,25.103740453720093,2.042481526184082,2.0475810153961183,0.2047,0.2031,0,"num_neurons:[512, 256, 128, 64]"
MLP,5,1,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,25.358976125717163,2.3048614318847656,2.3035051849365233,0.09805,0.1018,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,2,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.845092058181763,2.304010505580902,2.303802324676514,0.10055,0.1005,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,3,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.82797145843506,2.30384359292984,2.3040671913146973,0.098725,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,4,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.807586669921875,2.303954298686981,2.3032795146942138,0.098025,0.1005,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,5,16,Sigmoid,CrossEntropyLoss,SGD,0.001,0.0001,24.808383464813232,2.304064541053772,2.303275065612793,0.099925,0.0998,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,6,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.84572148323059,2.303180310535431,2.303224987411499,0.101825,0.0981,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,7,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.769952535629272,2.3031934977531434,2.302936828994751,0.100075,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,8,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.8294939994812,2.3033210183143615,2.303241247558594,0.0992,0.1025,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,9,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,24.816617012023926,2.3032897866249082,2.302936248397827,0.100425,0.1018,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,10,16,Sigmoid,CrossEntropyLoss,SGD,0.0005,0.0001,25.246413946151733,2.3032374212265014,2.3027744018554688,0.09855,0.1025,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,11,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.79817485809326,2.3028982392311095,2.3031519760131838,0.09895,0.1005,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,12,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.865684032440186,2.302961806869507,2.302820314788818,0.098825,0.0984,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,13,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.85276961326599,2.303009837627411,2.3026018783569335,0.0979,0.0986,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,14,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.895973205566406,2.302994350337982,2.3025265865325926,0.09645,0.1023,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,15,16,Sigmoid,CrossEntropyLoss,SGD,0.00025,0.0001,24.8536958694458,2.3029257308006286,2.302864553833008,0.10005,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,16,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,25.36668086051941,2.302791070175171,2.3026300148010255,0.097475,0.0998,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,17,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.84195065498352,2.3027411271095275,2.302645637130737,0.098425,0.1005,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,18,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.865423440933228,2.3027926290512086,2.302655759048462,0.097275,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,19,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.88192653656006,2.3027398807525636,2.302631530761719,0.098975,0.0984,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,20,16,Sigmoid,CrossEntropyLoss,SGD,0.000125,0.0001,24.902724266052246,2.302742602920532,2.3026384532928468,0.100075,0.1145,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,21,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.901532888412476,2.3026660007476805,2.302617634963989,0.099425,0.0981,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,22,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.90508008003235,2.3026397089004518,2.3025740406036377,0.099725,0.0986,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,23,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.846395254135132,2.302657533836365,2.302602571105957,0.0988,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,24,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.825985431671143,2.302658055973053,2.3026263916015624,0.097075,0.0981,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,25,16,Sigmoid,CrossEntropyLoss,SGD,6.25e-05,0.0001,24.843841075897217,2.30263375043869,2.3026320640563966,0.100425,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,26,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.86813497543335,2.3026000034332275,2.3026064250946043,0.098525,0.099,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,27,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.88779926300049,2.302590101337433,2.302585235977173,0.101,0.1052,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,28,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.99862313270569,2.3025833203315735,2.302606358718872,0.101225,0.0984,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,29,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.851256132125854,2.3025811551094053,2.3025874046325683,0.102725,0.0984,0,"num_neurons:[512, 256, 128, 64, 32]"
MLP,5,30,16,Sigmoid,CrossEntropyLoss,SGD,3.125e-05,0.0001,24.832418203353882,2.302590489578247,2.3025868358612063,0.100225,0.0984,0,"num_neurons:[512, 256, 128, 64, 32]"
DenseNet,"[6, 12, 24, 16]",1,16,ReLU,CrossEntropyLoss,SGD,0.001,0.0001,91.21160101890564,1.4746200966119767,1.1925175956249237,0.464275,0.5738,0,
DenseNet,"[6, 12, 24, 16]",2,16,ReLU,CrossEntropyLoss,SGD,0.001,0.0001,90.12235045433044,1.0711092072427273,0.9401070646762848,0.621675,0.6679,0,
DenseNet,"[6, 12, 24, 16]",3,16,ReLU,CrossEntropyLoss,SGD,0.001,0.0001,90.1019036769867,0.8709227393269539,0.7594097120761871,0.698375,0.7384,0,
DenseNet,"[6, 12, 24, 16]",4,16,ReLU,CrossEntropyLoss,SGD,0.001,0.0001,91.04939866065979,0.754711688965559,0.6945458450078964,0.740125,0.7564,0,
DenseNet,"[6, 12, 24, 16]",5,16,ReLU,CrossEntropyLoss,SGD,0.001,0.0001,90.53710556030273,0.6714067212820053,0.6215587913572789,0.770775,0.7852,0,
DenseNet,"[6, 12, 24, 16]",6,16,ReLU,CrossEntropyLoss,SGD,0.0005,0.0001,89.93100166320801,0.5315282719165086,0.5531855685710907,0.8166,0.8081,0,
DenseNet,"[6, 12, 24, 16]",7,16,ReLU,CrossEntropyLoss,SGD,0.0005,0.0001,89.5361499786377,0.49241809642910955,0.5233120382368565,0.829375,0.8236,0,
DenseNet,"[6, 12, 24, 16]",8,16,ReLU,CrossEntropyLoss,SGD,0.0005,0.0001,89.55544471740723,0.4652401538699865,0.5023685341775417,0.841975,0.8305,0,
DenseNet,"[6, 12, 24, 16]",9,16,ReLU,CrossEntropyLoss,SGD,0.0005,0.0001,90.84772300720215,0.4446652467869222,0.518108450204134,0.84795,0.8216,0,
DenseNet,"[6, 12, 24, 16]",10,16,ReLU,CrossEntropyLoss,SGD,0.0005,0.0001,90.89606022834778,0.4205558237589896,0.4728641890883446,0.856225,0.8406,0,
DenseNet,"[6, 12, 24, 16]",11,16,ReLU,CrossEntropyLoss,SGD,0.00025,0.0001,89.66816186904907,0.34151313740462064,0.4147006277859211,0.881925,0.8604,0,
DenseNet,"[6, 12, 24, 16]",12,16,ReLU,CrossEntropyLoss,SGD,0.00025,0.0001,90.15687298774719,0.3192904615424573,0.40671631582677364,0.891775,0.8614,0,
DenseNet,"[6, 12, 24, 16]",13,16,ReLU,CrossEntropyLoss,SGD,0.00025,0.0001,90.49408078193665,0.30846824148893354,0.4144980821698904,0.895175,0.8624,0,
DenseNet,"[6, 12, 24, 16]",14,16,ReLU,CrossEntropyLoss,SGD,0.00025,0.0001,90.16332674026489,0.2911561368994415,0.40703955973684786,0.9017,0.864,0,
DenseNet,"[6, 12, 24, 16]",15,16,ReLU,CrossEntropyLoss,SGD,0.00025,0.0001,90.19655418395996,0.27520001849979164,0.41941946030408145,0.90405,0.8618,0,
DenseNet,"[6, 12, 24, 16]",16,16,ReLU,CrossEntropyLoss,SGD,0.000125,0.0001,90.31986904144287,0.23488842343166472,0.37447868237793447,0.919975,0.8757,0,
DenseNet,"[6, 12, 24, 16]",17,16,ReLU,CrossEntropyLoss,SGD,0.000125,0.0001,91.80407428741455,0.22133026652000845,0.37842721536755564,0.925425,0.8754,0,
DenseNet,"[6, 12, 24, 16]",18,16,ReLU,CrossEntropyLoss,SGD,0.000125,0.0001,91.92343664169312,0.20920115483179688,0.3724342648506165,0.92985,0.8803,0,
DenseNet,"[6, 12, 24, 16]",19,16,ReLU,CrossEntropyLoss,SGD,0.000125,0.0001,91.31247043609619,0.20447514666002245,0.38662554965764284,0.931,0.8777,0,
DenseNet,"[6, 12, 24, 16]",20,16,ReLU,CrossEntropyLoss,SGD,0.000125,0.0001,91.97162771224976,0.1971163702832535,0.38251061846762896,0.93405,0.8771,0,
DenseNet,"[6, 12, 24, 16]",21,16,ReLU,CrossEntropyLoss,SGD,6.25e-05,0.0001,91.561274766922,0.16853354168254883,0.3673498119056225,0.94395,0.8805,0,
DenseNet,"[6, 12, 24, 16]",22,16,ReLU,CrossEntropyLoss,SGD,6.25e-05,0.0001,90.83781123161316,0.1602480718979612,0.3627500900968909,0.94635,0.8845,0,
DenseNet,"[6, 12, 24, 16]",23,16,ReLU,CrossEntropyLoss,SGD,6.25e-05,0.0001,90.58044958114624,0.15888533020848408,0.3710113018848002,0.946375,0.8795,0,
DenseNet,"[6, 12, 24, 16]",24,16,ReLU,CrossEntropyLoss,SGD,6.25e-05,0.0001,91.44264101982117,0.15120900414036587,0.37073220927491785,0.949875,0.8835,0,
DenseNet,"[6, 12, 24, 16]",25,16,ReLU,CrossEntropyLoss,SGD,6.25e-05,0.0001,90.46103167533875,0.1489598235886544,0.3579637074828148,0.949725,0.884,0,
DenseNet,"[6, 12, 24, 16]",26,16,ReLU,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.17971706390381,0.13697557836528867,0.3594556221291423,0.954875,0.8836,0,
DenseNet,"[6, 12, 24, 16]",27,16,ReLU,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.53792929649353,0.13201476766318082,0.3681260436885059,0.957125,0.8837,0,
DenseNet,"[6, 12, 24, 16]",28,16,ReLU,CrossEntropyLoss,SGD,3.125e-05,0.0001,92.19207239151001,0.12856736795222387,0.3645028735212982,0.958625,0.8876,0,
DenseNet,"[6, 12, 24, 16]",29,16,ReLU,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.6534492969513,0.12611289809904994,0.3602018935289234,0.958175,0.8866,0,
DenseNet,"[6, 12, 24, 16]",30,16,ReLU,CrossEntropyLoss,SGD,3.125e-05,0.0001,91.60962104797363,0.12155074223680422,0.3639941803826019,0.96055,0.8875,0,
DenseNet,"[6, 12, 24, 16]",1,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,113.44177627563477,1.6822039776802062,1.3846305678367614,0.37705,0.4945,0,
DenseNet,"[6, 12, 24, 16]",2,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,113.41146492958069,1.2744291550397873,1.1172217368125916,0.545925,0.6074,0,
DenseNet,"[6, 12, 24, 16]",3,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,113.24583745002747,1.073715482544899,0.9644299380302429,0.621425,0.6537,0,
DenseNet,"[6, 12, 24, 16]",4,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,112.6924340724945,0.9420303609132766,0.8937398983955384,0.669775,0.6907,0,
DenseNet,"[6, 12, 24, 16]",5,16,ReLU,CrossEntropyLoss,Adam,0.001,0.0001,111.74425077438354,0.8620718077421189,0.7864057673454284,0.6971,0.7295,0,
