batch_size,learning_rate,momentum,time,loss_train,acc_train,loss_validate,acc_validate
500,0.121,0.5,45.64654207229614,"[0.913458664647163, 0.5098396156359843, 0.4435739946580763, 0.41095266611137854, 0.3904425160693913, 0.37596254793585154, 0.3651893017673283, 0.3565569508360098, 0.34946395711872397, 0.3436262654002003, 0.33860178162151977, 0.33418690929277056, 0.33042709333628334, 0.3269444701904044, 0.3239977337796106, 0.32117853923523, 0.3186576760835362, 0.3163709544889868, 0.3142803203728302, 0.31227749672589133, 0.31051797067882636, 0.30880111380930025, 0.30720853103651335, 0.3057413069098683, 0.30434444609595834, 0.3030141612450807, 0.30179951717171444, 0.300561878963058, 0.2994760633526797, 0.2984076877573262, 0.29743183729480716, 0.29639092117413324, 0.2954831771332914, 0.29452698270590677, 0.2937544696148751, 0.2928613919841432, 0.2922022926388492, 0.29139762218807724, 0.29066004844077464, 0.2899134955069878, 0.2892733914386418, 0.28867800876523164, 0.2880076367097992, 0.2874078011706712, 0.28675870692979155, 0.2862811045965878, 0.2857118924459462, 0.2851195581974452, 0.28464218457446705, 0.28411903198455707]","[0.7670545454545452, 0.868, 0.8825818181818184, 0.8891818181818183, 0.8937090909090912, 0.896218181818182, 0.8987272727272727, 0.9013272727272729, 0.9024909090909091, 0.9044545454545455, 0.9058363636363639, 0.9070363636363638, 0.9081454545454547, 0.9094000000000002, 0.9096909090909092, 0.9106000000000001, 0.9112181818181819, 0.9120363636363638, 0.9124545454545457, 0.9133454545454546, 0.9138000000000001, 0.9144363636363638, 0.9144363636363638, 0.9154000000000001, 0.915490909090909, 0.9154545454545456, 0.9158181818181818, 0.9166727272727273, 0.9166727272727274, 0.9167090909090913, 0.9171454545454548, 0.9174000000000001, 0.917818181818182, 0.9180000000000001, 0.9182000000000001, 0.9182727272727274, 0.9184909090909092, 0.9188727272727274, 0.9192181818181822, 0.9194727272727273, 0.919509090909091, 0.9194363636363639, 0.9201636363636365, 0.9202909090909092, 0.9205090909090912, 0.920672727272727, 0.9206727272727274, 0.9207818181818185, 0.9209272727272729, 0.9212727272727276]",0.23117807005323243,0.9368000000000001
500,0.121,0.55,45.67996287345886,"[0.8691022039132263, 0.4872850893919931, 0.42672028527478145, 0.3968715728436948, 0.3781899812243121, 0.3649065019134513, 0.3549794253858411, 0.3469698107105624, 0.340635918949371, 0.33501711489459074, 0.3304188692604025, 0.32648248715826933, 0.3228249304226991, 0.3197434977213989, 0.3169207522611437, 0.31436405302583814, 0.31201407594396086, 0.309892316904802, 0.3079652719501344, 0.3061117361569524, 0.30439196681354935, 0.30288002066810377, 0.3013680131714437, 0.2999827340931226, 0.29868668527152736, 0.297487549950851, 0.2962384008347949, 0.29522619603747075, 0.29418924160769516, 0.2930949824580523, 0.29224345718004735, 0.291259256538026, 0.29037269838941543, 0.2896120015236604, 0.2888333308614274, 0.2880587470186134, 0.2873197786293472, 0.286534850461995, 0.28585217961652554, 0.2852258917588799, 0.2845994275393103, 0.2840290691362354, 0.2834300687719181, 0.28287663200046, 0.2822798624984207, 0.2817025700025628, 0.2812250490690182, 0.28070949185133554, 0.28016136546652176, 0.27974719462916664]","[0.7681636363636363, 0.872381818181818, 0.885581818181818, 0.8915636363636363, 0.8953454545454546, 0.8990545454545456, 0.9011454545454547, 0.902927272727273, 0.9049090909090911, 0.906309090909091, 0.9074363636363637, 0.908127272727273, 0.9097454545454549, 0.910290909090909, 0.9112909090909094, 0.9119636363636366, 0.9128000000000002, 0.9132545454545455, 0.9139636363636364, 0.9139090909090909, 0.9146909090909092, 0.9149090909090909, 0.915236363636364, 0.916109090909091, 0.9161636363636364, 0.9169272727272728, 0.9170181818181818, 0.9171636363636364, 0.9174, 0.9178363636363638, 0.917818181818182, 0.9183090909090909, 0.9189818181818186, 0.9190545454545455, 0.9191818181818183, 0.9192363636363639, 0.9198545454545457, 0.9197636363636366, 0.9197454545454546, 0.9204000000000002, 0.9203636363636365, 0.9205454545454547, 0.9208000000000001, 0.9213454545454546, 0.9213636363636363, 0.9212545454545457, 0.9215636363636366, 0.9218181818181819, 0.9217818181818185, 0.9221454545454545]",0.22887493153183316,0.938
500,0.121,0.6,46.10167622566223,"[0.8141840070749251, 0.46126047053069447, 0.4084505086134933, 0.3818093580300699, 0.3651460670693654, 0.3532093886147491, 0.34408096135248945, 0.3369704949171496, 0.3311470112769266, 0.32620348511108804, 0.3218480056045239, 0.3181911595314733, 0.31500505197878803, 0.3120372112764882, 0.30947104645303686, 0.3071488265051903, 0.30502949642619004, 0.30299098203915587, 0.3012409795257875, 0.29957140150525985, 0.298082764388978, 0.2966055178265533, 0.29518482338232016, 0.2939548689748991, 0.29281115893174686, 0.2916559697480975, 0.290560831886984, 0.2895418011687473, 0.2885732916512351, 0.2877507399792249, 0.2867502260474706, 0.28595065903270317, 0.2851855218583484, 0.2843893612859006, 0.2836624349649293, 0.282976129928361, 0.2822676401706448, 0.2817171220069084, 0.2810188531790958, 0.2803774271999175, 0.27972108255156164, 0.2793353721279983, 0.27874011006313604, 0.27826266932117905, 0.27762126868507414, 0.2771588532843717, 0.27669193028563943, 0.2762470342926993, 0.27579549633917394, 0.27530790230630586]","[0.7860727272727271, 0.8784363636363638, 0.8892181818181818, 0.895381818181818, 0.8993454545454546, 0.9021090909090909, 0.9046909090909091, 0.906290909090909, 0.908109090909091, 0.9095454545454545, 0.9106909090909091, 0.9118545454545456, 0.9126363636363637, 0.9135636363636366, 0.9142181818181819, 0.9144363636363637, 0.9151272727272728, 0.9153818181818181, 0.9162545454545454, 0.916709090909091, 0.917018181818182, 0.9174363636363637, 0.9180363636363638, 0.9177272727272728, 0.9184181818181819, 0.9186909090909092, 0.9189818181818182, 0.9194181818181819, 0.9200181818181821, 0.9197272727272727, 0.9199818181818181, 0.9201818181818183, 0.9200727272727273, 0.9207454545454549, 0.9205818181818182, 0.9213636363636365, 0.9214545454545454, 0.9216363636363637, 0.9214000000000001, 0.9220727272727275, 0.9217454545454545, 0.9220909090909094, 0.9221454545454547, 0.9222, 0.9226545454545456, 0.9222363636363636, 0.9223454545454548, 0.922818181818182, 0.9230000000000002, 0.9230909090909093]",0.2262150992753394,0.9390000000000001
500,0.121,0.7,45.50607657432556,"[0.693083740196316, 0.4135975204942288, 0.37386343349716683, 0.35327906880361615, 0.3400254914703744, 0.33040490339604783, 0.3232328978965459, 0.31742577436506164, 0.3128380343506439, 0.3087066183458227, 0.30545158806175005, 0.3022916786289965, 0.29972518068285214, 0.29737133524219905, 0.29521516795320824, 0.2934152476046509, 0.2916396081501113, 0.29010966200477417, 0.2886441128008414, 0.2870307230884732, 0.2860522512926391, 0.2845958466525988, 0.283671912258818, 0.2825351005968109, 0.2815222794466374, 0.2805816248076859, 0.2797364773880407, 0.27884227288221464, 0.27805338312854966, 0.27731343962131133, 0.27645402799591356, 0.2758025137266615, 0.2753052200693936, 0.27448894660980705, 0.27385376430924807, 0.27321417246779667, 0.27295782230126026, 0.27217054647881567, 0.2715354086724103, 0.2711560552902798, 0.2706646014186638, 0.2700188336774309, 0.2696357623111097, 0.26916368546616704, 0.26884438941351174, 0.2682875703555195, 0.26783016669812537, 0.2675509834444648, 0.267095752356322, 0.2668016868278158]","[0.8121818181818181, 0.887709090909091, 0.8970727272727274, 0.9017090909090912, 0.9054000000000001, 0.9077636363636363, 0.9102909090909093, 0.9118727272727274, 0.9132363636363638, 0.9143636363636365, 0.9148181818181819, 0.9159636363636365, 0.9166363636363638, 0.9175818181818183, 0.9180909090909093, 0.9186363636363637, 0.9190727272727273, 0.919127272727273, 0.9200545454545455, 0.9202909090909094, 0.9209272727272727, 0.9209272727272729, 0.9216000000000002, 0.9216545454545455, 0.9219818181818183, 0.9222, 0.9224545454545455, 0.9224181818181819, 0.9226727272727271, 0.9231454545454545, 0.9230727272727274, 0.9235454545454546, 0.9240909090909092, 0.9234727272727273, 0.9239454545454545, 0.9243818181818184, 0.9242545454545456, 0.9244545454545454, 0.9245272727272728, 0.9243818181818181, 0.9249818181818182, 0.924909090909091, 0.9250727272727275, 0.9250363636363637, 0.9250727272727275, 0.9253090909090909, 0.9253818181818182, 0.9254727272727272, 0.9263090909090911, 0.9258727272727274]",0.22213506213603584,0.9402000000000001
500,0.121,0.8,46.149291038513184,"[0.5985432475997894, 0.3734315981419288, 0.3435944971782328, 0.32810048544853243, 0.31768982147611846, 0.3106453205278653, 0.3048779741314667, 0.3002929457486216, 0.2964376663062607, 0.2933653713379303, 0.29060162196266065, 0.28810350876049634, 0.28594278645586974, 0.2843179292742443, 0.2824028202725621, 0.280876339113642, 0.27954483217608006, 0.27802620539246403, 0.2769197119078411, 0.2758087994348033, 0.2746952570330943, 0.2739811889787272, 0.27294795111520825, 0.2720812488894592, 0.2711244119977977, 0.27042860566759086, 0.2697762132490292, 0.2687616653821126, 0.26803353719498985, 0.26743283265796214, 0.26676605714185186, 0.266258381256482, 0.2657802472108592, 0.26520535855927163, 0.2646581413378494, 0.2642329661074275, 0.26374830681301864, 0.2629592771780157, 0.262424592650429, 0.2620952758448167, 0.2618652708029426, 0.2612977148769114, 0.2612018168346225, 0.26082088745112575, 0.2600403957905541, 0.25971651584922173, 0.25929751475447516, 0.2591435468203749, 0.2587720586636037, 0.2583020138640996]","[0.8314909090909091, 0.8956545454545454, 0.9039818181818182, 0.9085454545454547, 0.9109818181818181, 0.9134363636363636, 0.9146181818181819, 0.9162000000000001, 0.9169818181818182, 0.9176909090909093, 0.9191272727272727, 0.9195454545454546, 0.9203818181818185, 0.9201454545454547, 0.9210000000000003, 0.9217272727272728, 0.9217636363636365, 0.922309090909091, 0.9232545454545455, 0.9231454545454545, 0.9229818181818182, 0.9235454545454546, 0.9240545454545456, 0.9239090909090911, 0.9245818181818183, 0.9244727272727272, 0.9248000000000001, 0.9245636363636366, 0.9254727272727274, 0.9253454545454548, 0.9256363636363636, 0.9262727272727274, 0.9259818181818181, 0.926309090909091, 0.926690909090909, 0.926327272727273, 0.9262181818181819, 0.9269454545454546, 0.927090909090909, 0.9272363636363637, 0.9272727272727274, 0.9269272727272727, 0.9274363636363637, 0.927418181818182, 0.9284181818181818, 0.9277272727272728, 0.9284363636363636, 0.9279272727272729, 0.9279454545454547, 0.9283999999999998]",0.22011805949754365,0.9402000000000001
500,0.121,0.9,46.27417469024658,"[0.5112019954751763, 0.3306255964479922, 0.31183285461537325, 0.3019631640965814, 0.2947499330177085, 0.28903253742826523, 0.2848742014929793, 0.281423809466115, 0.2787995437074278, 0.27760065863586636, 0.2745611603004954, 0.2731790533318229, 0.2707618176406709, 0.2700829280764495, 0.26869408371916714, 0.2670523839985483, 0.26633642886964665, 0.26530552130315593, 0.26442149716687446, 0.26381507023090495, 0.2625587053569912, 0.26189545664930386, 0.26055660419361093, 0.260284133373233, 0.25964269055150063, 0.25930689949760233, 0.25854878424924377, 0.25728992968216635, 0.2571630298505985, 0.25668653548498815, 0.2564248427796093, 0.25613478652857036, 0.256166137046491, 0.2551331099216352, 0.25461368147941155, 0.2538544122773465, 0.2530060434186282, 0.25304041111025827, 0.2519213514453406, 0.2517108227775966, 0.25150668574151813, 0.2512470907080014, 0.2514544943790009, 0.2507957007214798, 0.25010638898929927, 0.2502740846903597, 0.2500147259259802, 0.24972391618109646, 0.24898216008829976, 0.24854553950126257]","[0.8496727272727274, 0.9063818181818183, 0.9117090909090909, 0.9151454545454546, 0.9175818181818184, 0.919527272727273, 0.9200909090909093, 0.9218545454545456, 0.9218, 0.9226545454545455, 0.9232545454545457, 0.9236727272727275, 0.9247454545454546, 0.9245818181818184, 0.9248545454545454, 0.9255272727272731, 0.9258363636363639, 0.926109090909091, 0.9264909090909091, 0.9262545454545456, 0.9261636363636364, 0.9270727272727274, 0.9271090909090909, 0.9273636363636364, 0.9274727272727273, 0.9278363636363636, 0.9284363636363637, 0.9281090909090909, 0.928472727272727, 0.9288363636363638, 0.9286181818181819, 0.9282909090909093, 0.9288, 0.9290363636363637, 0.9293272727272729, 0.9294545454545455, 0.9298909090909091, 0.9292727272727275, 0.9299818181818182, 0.9296727272727275, 0.9301636363636363, 0.9302909090909092, 0.9302181818181818, 0.9302363636363635, 0.9305272727272728, 0.9308909090909091, 0.9304000000000001, 0.9306727272727272, 0.9307090909090908, 0.9307454545454545]",0.22109510546822694,0.9414
500,0.121,0.99,45.82472276687622,"[0.8169687731085419, 0.723416518477226, 0.5611423097297609, 0.43736100845018316, 0.36956721727017017, 0.33239815036942055, 0.31673688000619976, 0.3027828329878972, 0.2899753297670102, 0.28984100996099527, 0.28816691809235495, 0.2806196772786809, 0.2769336061417102, 0.27562467496767756, 0.27446197823885204, 0.27988537968146515, 0.2906126540758766, 0.27495267807137613, 0.26920715903525744, 0.26394041491976133, 0.275299888626527, 0.27572196477303035, 0.2749479543440703, 0.2862818699082567, 0.27556611475142434, 0.27023066628501435, 0.2755051722794765, 0.265878480319558, 0.2657324628295854, 0.27316144710043294, 0.27377214049362697, 0.2752099059938102, 0.2869006499005602, 0.2806242820151402, 0.27723890466753687, 0.2772585796763296, 0.2700622243000602, 0.2745835732642154, 0.2619569291256191, 0.274247081297562, 0.2744723515393849, 0.2737934431686684, 0.2670763609906467, 0.2625010366651162, 0.25942068199942514, 0.2644171346211743, 0.26138546850668687, 0.25918316550647796, 0.262087075579208, 0.2549080536371373]","[0.8463272727272726, 0.899036363636364, 0.9047636363636365, 0.9103272727272727, 0.9105818181818185, 0.9131636363636365, 0.9156727272727273, 0.9169818181818182, 0.9205454545454546, 0.9188363636363638, 0.9175818181818183, 0.9215272727272729, 0.9220363636363639, 0.9226181818181819, 0.9230545454545455, 0.9210727272727274, 0.9176909090909092, 0.9237454545454546, 0.9240727272727274, 0.9257090909090909, 0.9232545454545457, 0.9220000000000002, 0.9228363636363638, 0.9189090909090911, 0.9222545454545457, 0.9241636363636365, 0.9217272727272728, 0.9249636363636363, 0.9248181818181821, 0.9227454545454548, 0.9227272727272728, 0.9218000000000001, 0.9178727272727275, 0.9205454545454547, 0.9213272727272729, 0.9212363636363637, 0.9237636363636365, 0.9214000000000001, 0.9265272727272728, 0.9214363636363638, 0.9214363636363638, 0.9223818181818185, 0.9244727272727276, 0.9258545454545455, 0.9255090909090911, 0.9249272727272729, 0.9250909090909093, 0.9249818181818185, 0.9258181818181821, 0.9275636363636365]",0.2625126487668117,0.9304
500,0.131,0.01,46.27974057197571,"[2.3737957994277923, 2.1976358589150333, 2.05841081658211, 1.9401250432424781, 1.8365388282624573, 1.7445074920010721, 1.6621146965117384, 1.5879830054017574, 1.5210533617090856, 1.460460834677902, 1.405452688793421, 1.3553890624782978, 1.3097053064675948, 1.267904737430167, 1.2295615202294554, 1.1942917612619466, 1.161762915981063, 1.1316933747006555, 1.1038227595899193, 1.077932067318508, 1.0538237099805594, 1.031329436198586, 1.0102935914100726, 0.9905806856808739, 0.9720765376974572, 0.9546705282072651, 0.9382724819478437, 0.9227950897502404, 0.908164875999981, 0.8943125963560185, 0.8811762622378826, 0.8687067067571407, 0.8568485906764061, 0.8455596841708323, 0.8347994180873103, 0.8245323527156032, 0.8147252394117002, 0.8053415927947517, 0.7963592747792347, 0.7877525413260448, 0.7794960403057247, 0.7715681025542888, 0.7639485905802033, 0.7566199093027469, 0.7495671326326484, 0.742771928451083, 0.7362195934855595, 0.729898675407938, 0.7237954871740986, 0.7178991965183308]","[0.13672727272727273, 0.20500000000000002, 0.2963454545454545, 0.3853272727272727, 0.454290909090909, 0.5086909090909091, 0.5517454545454545, 0.585, 0.6137272727272728, 0.6382727272727272, 0.6590727272727275, 0.6763272727272729, 0.6924181818181817, 0.706, 0.7165999999999998, 0.7269090909090908, 0.7357818181818181, 0.7429454545454545, 0.750218181818182, 0.7564545454545454, 0.7628000000000001, 0.7683454545454547, 0.7733636363636365, 0.778509090909091, 0.782327272727273, 0.7862181818181818, 0.7896545454545455, 0.7926363636363637, 0.7955818181818183, 0.7984727272727272, 0.8014909090909091, 0.8039454545454547, 0.8064181818181818, 0.8087090909090909, 0.8112, 0.8133636363636364, 0.8153636363636363, 0.8172181818181817, 0.8188545454545453, 0.8203272727272727, 0.821709090909091, 0.8229454545454544, 0.8243090909090907, 0.8258727272727273, 0.8268909090909088, 0.8281818181818181, 0.8296727272727272, 0.8308363636363636, 0.8319636363636365, 0.8327999999999999]",0.6264757507892813,0.8752000000000001
500,0.131,0.1,45.97285079956055,"[1.7235412324069148, 1.1436068092974363, 0.9143549023288274, 0.7923895745248378, 0.7159401652130345, 0.6629696495442057, 0.6238844936192833, 0.593640106489225, 0.5694308135477316, 0.5495236583969082, 0.5328072210571625, 0.5185378143653161, 0.5061886608630881, 0.4953401545871597, 0.48574543046037766, 0.4771634443985385, 0.46943588218267057, 0.4624133606706282, 0.45603244760125866, 0.4501667429042288, 0.4447806103178843, 0.4397820520629199, 0.43513746227257155, 0.43080918555047854, 0.4267743335649695, 0.42298373538716505, 0.41942004965025653, 0.41605581535279146, 0.4128766311249046, 0.40988712914031955, 0.4070259726101331, 0.40430092585593547, 0.40172121619585366, 0.39927639107265345, 0.39692324393344797, 0.39467972107135274, 0.39252593025178556, 0.39045521229997127, 0.3884790938928006, 0.38657342114086274, 0.38473812681362934, 0.3829777708765461, 0.3812800203688847, 0.3796376746099081, 0.3780503416736629, 0.37652121887201684, 0.3750382521985175, 0.3735989479937754, 0.3722151638562076, 0.370864774748403]","[0.487690909090909, 0.7344545454545454, 0.7882181818181817, 0.8149454545454546, 0.8305818181818181, 0.840290909090909, 0.8472181818181819, 0.8533090909090909, 0.8574545454545452, 0.8609636363636363, 0.8640545454545457, 0.8667818181818182, 0.8688727272727272, 0.8711454545454544, 0.8727818181818182, 0.8748181818181819, 0.8762363636363636, 0.8773454545454545, 0.8787090909090909, 0.8800000000000001, 0.8810727272727273, 0.8821272727272726, 0.8831818181818182, 0.8842727272727273, 0.8848909090909092, 0.8858727272727273, 0.8867636363636366, 0.8875454545454546, 0.8883636363636364, 0.8888000000000003, 0.8895090909090909, 0.8900909090909093, 0.8902181818181819, 0.8910909090909092, 0.8914727272727274, 0.8919454545454545, 0.8925818181818186, 0.8930727272727274, 0.8933272727272726, 0.8939272727272727, 0.8942363636363637, 0.8945272727272728, 0.8950909090909092, 0.895218181818182, 0.8956727272727274, 0.8960181818181818, 0.8966727272727273, 0.8969454545454548, 0.8973454545454546, 0.8975818181818181]",0.2930818427094279,0.9199999999999999
500,0.131,0.2,46.244505167007446,"[1.4268736837106264, 0.8187175309237871, 0.6625634106830531, 0.587023166440855, 0.5409019089696033, 0.5092688644284928, 0.48586204151949725, 0.46771560893221675, 0.45306724732370035, 0.4409747385587935, 0.43076667843788613, 0.421955187988604, 0.4143157240396862, 0.40758619529616785, 0.4015734514409507, 0.3961724118768517, 0.39128278991267973, 0.38685437132941936, 0.38277956689253034, 0.37906643717596483, 0.37558846109294936, 0.37239398753006564, 0.36940013005587524, 0.36659943310468746, 0.36398536768560363, 0.361550335463343, 0.3592282504717281, 0.3570226194365042, 0.35492870824323075, 0.3529962269571998, 0.3511030379803171, 0.34933399617288163, 0.3476401819515398, 0.34602463536731387, 0.34448079089975414, 0.34298831904988875, 0.34156856657593343, 0.3402095416669498, 0.33890625693084037, 0.33762498074828207, 0.33641983516934365, 0.3352574907530875, 0.3341277487559293, 0.33303179801442445, 0.33197669765120774, 0.3309667472694023, 0.3299635337113296, 0.32899495957542946, 0.3280993948778912, 0.32719569233932855]","[0.6170909090909091, 0.8117090909090908, 0.8406363636363637, 0.8548545454545454, 0.8626727272727271, 0.868109090909091, 0.8731636363636364, 0.8765818181818182, 0.8799454545454545, 0.882509090909091, 0.8847272727272727, 0.8867272727272727, 0.8879636363636363, 0.8897454545454545, 0.8914, 0.8924, 0.8938363636363638, 0.8948000000000002, 0.8958181818181818, 0.896781818181818, 0.8975272727272728, 0.8982727272727273, 0.899, 0.8997454545454546, 0.8998363636363639, 0.900527272727273, 0.9012363636363637, 0.9017999999999999, 0.9022, 0.9026545454545456, 0.9033272727272729, 0.9035999999999998, 0.9043272727272728, 0.9045454545454545, 0.9050545454545456, 0.9053818181818183, 0.9055818181818183, 0.9058727272727273, 0.9064363636363635, 0.9067272727272728, 0.906818181818182, 0.9072000000000001, 0.9073272727272729, 0.9078545454545456, 0.9079090909090912, 0.9084000000000001, 0.9086000000000002, 0.908836363636364, 0.909309090909091, 0.9091454545454547]",0.2600422456948257,0.9276
500,0.131,0.3,45.74134397506714,"[1.2333506076642284, 0.6665722655991786, 0.5534500068873315, 0.49961886735192235, 0.46669466706668045, 0.44399066190231384, 0.42710633551555033, 0.41392299276002603, 0.4031770884847245, 0.3942652188680282, 0.3866694733789168, 0.38011806443470286, 0.3743837881199829, 0.3692859787812464, 0.3647529070192479, 0.36064575176820424, 0.3569087049879241, 0.3535303760769451, 0.350419334605161, 0.3475120524745731, 0.34485372747142407, 0.34238360688505015, 0.3400531877521073, 0.33787506574301657, 0.3358334410226777, 0.33394768350971293, 0.3321208499970814, 0.33039320588692517, 0.3287810112716884, 0.3271897981516032, 0.3257642563295116, 0.32431354142630925, 0.32301441609145093, 0.32170897951072763, 0.32052579242204177, 0.3193566778612905, 0.31823599267112795, 0.3171099672465806, 0.31612783132598266, 0.3151150156313775, 0.31417661532393426, 0.3132155853316158, 0.3123214983335064, 0.3114179620375271, 0.3106023347358422, 0.30978071779807065, 0.3090185395534743, 0.30823773705018875, 0.3075021834418584, 0.306801620065803]","[0.6730545454545455, 0.8411454545454544, 0.8603636363636363, 0.8709090909090907, 0.8767636363636364, 0.8812363636363637, 0.8848727272727274, 0.8878545454545452, 0.8898, 0.8918727272727273, 0.8938181818181818, 0.8954181818181819, 0.8965818181818181, 0.897818181818182, 0.8990363636363636, 0.8998, 0.900709090909091, 0.9013272727272729, 0.9020909090909089, 0.902981818181818, 0.9036363636363637, 0.9043636363636365, 0.9050000000000001, 0.9054727272727274, 0.9064545454545454, 0.9065818181818183, 0.9075636363636366, 0.9077272727272727, 0.9081818181818183, 0.9086545454545456, 0.9092909090909091, 0.9094000000000001, 0.9099636363636365, 0.9101454545454544, 0.9104727272727274, 0.9107454545454547, 0.9112363636363636, 0.9113454545454546, 0.9116727272727273, 0.9117818181818184, 0.9124, 0.9125818181818183, 0.9129454545454546, 0.9132000000000001, 0.9135818181818183, 0.9133818181818184, 0.9136909090909092, 0.9140363636363639, 0.9142, 0.9144545454545455]",0.24591432183956857,0.9321999999999999
500,0.131,0.4,47.14400672912598,"[1.0265782926642606, 0.5658586079571956, 0.4842732541450401, 0.44437486007086396, 0.4195833084194935, 0.4021789802557149, 0.3891509840329883, 0.3788229099102661, 0.3704839274228335, 0.36337234207142766, 0.3574821987394857, 0.35219838845167895, 0.3477393762133307, 0.3436298066631814, 0.34001027677794476, 0.33679984077765585, 0.3338212689046168, 0.3310824616596338, 0.3286097469970253, 0.326314079560312, 0.3241528895271503, 0.32214896510131524, 0.32025909060940766, 0.31853577905942626, 0.31690995974280595, 0.31533613201231303, 0.313888944572529, 0.31253544793868915, 0.3111915853006102, 0.3099097406708649, 0.30873749956136765, 0.30765120331861734, 0.3065241589013489, 0.30547106422840004, 0.30452829324412894, 0.3035270632163558, 0.3026429410033293, 0.30175112408765836, 0.3008834737201586, 0.30009466964090187, 0.299269521950505, 0.29855595894471487, 0.2977965358096436, 0.2970477031807349, 0.2964456046047034, 0.29575407049342267, 0.2950704260004079, 0.29449752745904256, 0.29387034132379924, 0.2933038617919377]","[0.7364363636363634, 0.8567454545454545, 0.8721454545454544, 0.8802909090909091, 0.8859818181818182, 0.8901818181818182, 0.8931818181818183, 0.8956545454545456, 0.8974363636363636, 0.8991272727272728, 0.9006000000000002, 0.9021818181818183, 0.9033272727272729, 0.9038000000000002, 0.9051636363636366, 0.9064181818181819, 0.9072727272727275, 0.9080545454545456, 0.9084545454545456, 0.9089454545454547, 0.909709090909091, 0.9104181818181819, 0.9107636363636364, 0.9114000000000001, 0.9120181818181818, 0.9126727272727273, 0.912709090909091, 0.9132909090909092, 0.9135636363636362, 0.9141272727272728, 0.9141636363636364, 0.9148363636363637, 0.9149636363636365, 0.9149818181818185, 0.9156363636363638, 0.9157090909090908, 0.916218181818182, 0.9166727272727273, 0.9166000000000001, 0.9166181818181819, 0.9169090909090908, 0.9172545454545457, 0.9171454545454548, 0.9172545454545455, 0.9175454545454548, 0.9177636363636366, 0.9178363636363636, 0.9185090909090909, 0.9184181818181821, 0.9186000000000001]",0.23747693058457303,0.9344000000000001
500,0.131,0.5,46.60700726509094,"[0.8922058686977788, 0.5024177887628766, 0.4380927050754046, 0.40627240260132946, 0.38620594043962303, 0.37214799351558514, 0.3615346744634591, 0.35310487322002604, 0.3462078343521195, 0.3405426678183258, 0.33553745647352634, 0.3312434153556021, 0.3274758885033259, 0.32415425736264236, 0.3211476383373227, 0.3184115104003085, 0.31606899554250345, 0.3137772494571422, 0.3116890457836208, 0.30972457854833785, 0.30792444534768704, 0.30631829360733914, 0.30480211546944325, 0.30328961240674823, 0.3020301956062985, 0.3007002422909257, 0.2994879313467018, 0.2983040853887147, 0.2972619047683563, 0.29614844947152363, 0.29520081097832895, 0.29425119228662683, 0.2933105476452687, 0.29248848864083304, 0.291621186570512, 0.2908828627867033, 0.2901311592934242, 0.2893268201245177, 0.28865780365999066, 0.2879663470039566, 0.2873081993663414, 0.28667028989443294, 0.28609632906920185, 0.2854255688354324, 0.2848970273626221, 0.2843274800816566, 0.2838310661916337, 0.2831697035058133, 0.28272551264457835, 0.28218737833103197]","[0.7698181818181816, 0.8688545454545454, 0.8826363636363637, 0.8899090909090911, 0.8950545454545453, 0.898109090909091, 0.9007272727272728, 0.9024000000000001, 0.9039090909090911, 0.9051818181818182, 0.9066545454545456, 0.9080363636363638, 0.9090363636363638, 0.9097272727272728, 0.9107272727272729, 0.9116363636363637, 0.9117272727272726, 0.9124909090909091, 0.9135636363636364, 0.9138181818181818, 0.9148, 0.914909090909091, 0.9149818181818182, 0.9156909090909093, 0.9162727272727273, 0.9160727272727273, 0.9168727272727274, 0.9172000000000001, 0.9173999999999999, 0.9178, 0.9178909090909092, 0.918018181818182, 0.9183272727272728, 0.9187272727272727, 0.9190727272727273, 0.9191090909090908, 0.9191636363636364, 0.9194181818181819, 0.9198545454545456, 0.9201818181818184, 0.9200727272727274, 0.9203454545454547, 0.9207454545454545, 0.9208363636363637, 0.9205090909090912, 0.9208363636363638, 0.9210545454545456, 0.9214727272727272, 0.9211454545454546, 0.9215454545454544]",0.2301910115072588,0.9372
