net_function,active_function,loss_function,optimizer_function,weight_decay,momentum,use_lr_scheduler,epoch,val_loss,val_dsc
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,10,0.664544395,0.810388141
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,11,0.620837464,0.892505833
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,12,0.582633572,0.903709498
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,13,0.555125574,0.898788835
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,14,0.520814405,0.90516821
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,15,0.504391798,0.813062001
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,16,0.485495647,0.803711429
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,17,0.465943467,0.8102075
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,18,0.439855754,0.896109822
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,19,0.429765687,0.815029438
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,20,0.415599287,0.814923839
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,21,0.415939294,0.900540849
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,22,0.403853101,0.8132202
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,23,0.396394917,0.814690283
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,24,0.393860692,0.893556875
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,25,0.372474517,0.814737493
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,26,0.373767955,0.810362664
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,27,0.380988723,0.814439074
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,28,0.36490863,0.812528772
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,29,0.395059268,0.864900897
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,FALSE,30,0.363084796,0.812904836
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,1,0.922278186,0.696577946
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,2,0.907964193,0.715736031
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,3,0.892890524,0.762643547
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,4,0.869656918,0.77419721
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,5,0.844652971,0.77140208
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,6,0.809047668,0.79453659
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,7,0.776630541,0.79251184
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,8,0.735297285,0.803031385
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,9,0.700316526,0.892022475
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,10,0.664000826,0.809034996
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,11,0.633486932,0.813226314
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,12,0.617765671,0.806886024
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,13,0.576299835,0.813083929
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,14,0.555350837,0.815499588
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,15,0.534820049,0.816401336
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,16,0.517855278,0.815929871
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,17,0.50565614,0.816114281
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,18,0.486222378,0.905953011
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,19,0.476915025,0.815647142
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,20,0.463740519,0.815282331
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,21,0.457792345,0.816130886
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,22,0.450761755,0.813928446
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,23,0.443158805,0.814976727
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,24,0.4366713,0.815219453
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,25,0.42755396,0.812610248
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,26,0.424863844,0.815877863
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,27,0.421401753,0.81457834
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,28,0.41842818,0.814137918
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,29,0.418269805,0.81309389
UNet,ReLU,DiceLoss,Adam,0.0001,0.9,TRUE,30,0.414876572,0.813288925
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,1,0.925287406,0.687446438
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,2,0.903385526,0.718099861
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,3,0.871585625,0.744425256
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,4,0.819247388,0.758780109
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,5,0.758997403,0.777650773
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,6,0.699119497,0.776582234
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,7,0.651010783,0.804844415
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,8,0.599150811,0.806778537
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,9,0.5393658,0.812922789
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,10,0.518838729,0.809728321
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,11,0.485505561,0.810946793
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,12,0.459190661,0.813820952
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,13,0.450150515,0.802462085
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,14,0.428835409,0.810827278
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,15,0.419858402,0.899534498
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,16,0.393896654,0.81039123
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,17,0.38641329,0.81300915
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,18,0.392443271,0.81070647
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,19,0.368296249,0.813211624
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,20,0.363765507,0.811125232
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,21,0.383035901,0.809056398
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,22,0.353722294,0.812320698
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,23,0.368286507,0.806012562
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,24,0.358898293,0.80934381
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,25,0.344317402,0.811530892
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,26,0.3484943,0.80981865
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,27,0.346504038,0.810519019
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,28,0.331280478,0.807827559
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,29,0.361307507,0.803584491
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,FALSE,30,0.346203821,0.809850821
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,1,0.92484217,0.582806828
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,2,0.912257277,0.710667989
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,3,0.893508664,0.735576175
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,4,0.869897459,0.639456939
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,5,0.842532101,0.750141602
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,6,0.795967295,0.777255247
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,7,0.740234957,0.800101306
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,8,0.689883777,0.804626786
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,9,0.658961676,0.802943984
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,10,0.60764856,0.80977499
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,11,0.571400986,0.81592949
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,12,0.539585116,0.815178331
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,13,0.522440397,0.813603424
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,14,0.502660746,0.811765325
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,15,0.480966369,0.819489343
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,16,0.465745509,0.81709576
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,17,0.452789082,0.813867855
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,18,0.441643638,0.817867306
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,19,0.430367365,0.817678997
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,20,0.41983588,0.818111937
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,21,0.413545626,0.81780006
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,22,0.404208626,0.816814193
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,23,0.403911636,0.819665095
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,24,0.39512204,0.81707327
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,25,0.391415363,0.815164841
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,26,0.392135157,0.81336535
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,27,0.391407294,0.818036864
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,28,0.38715299,0.819136602
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,29,0.377100584,0.816313336
UNet,ReLU,DiceLoss,Adam,0.0003,0.9,TRUE,30,0.377541488,0.814129469
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,1,0.96391897,0.565083909
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,2,0.956611384,0.717801178
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,3,0.947088032,0.753247512
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,4,0.933476982,0.76518452
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,5,0.913405719,0.77164
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,6,0.888681426,0.78400774
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,7,0.860938294,0.800255344
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,8,0.833292229,0.806398805
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,9,0.808173466,0.899142278
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,10,0.782140295,0.903578722
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,11,0.762764882,0.904665587
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,12,0.747337151,0.905556275
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,13,0.73829549,0.813859867
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,14,0.727594852,0.900550422
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,15,0.717389024,0.903618482
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,16,0.703604729,0.81314758
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,17,0.698537727,0.905004196
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,18,0.697151658,0.813943035
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,19,0.692741255,0.906184148
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,20,0.686336722,0.811047823
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,21,0.68464391,0.812920091
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,22,0.689836516,0.814542165
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,23,0.680152371,0.90241489
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,24,0.681102026,0.811193563
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,25,0.672171278,0.812981784
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,26,0.668748075,0.812965675
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,27,0.665979769,0.81114732
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,28,0.672022266,0.812344416
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,29,0.666333823,0.808677013
UNet,ReLU,IOULoss,Adam,0,0.9,FALSE,30,0.669078904,0.812203308
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,1,0.965196581,0.614873823
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,2,0.957386244,0.725105633
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,3,0.947564968,0.743637461
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,4,0.933359526,0.765941394
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,5,0.913106487,0.781925283
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,6,0.889336453,0.791887387
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,7,0.867139456,0.795711265
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,8,0.837537555,0.803078964
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,9,0.814990049,0.903250949
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,10,0.799583432,0.807725739
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,11,0.776181845,0.809566515
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,12,0.76049279,0.815181637
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,13,0.74954369,0.909097967
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,14,0.73960824,0.908994589
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,15,0.729897933,0.911171016
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,16,0.723833936,0.911064592
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,17,0.714410115,0.91077504
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,18,0.711222004,0.91028809
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,19,0.707320509,0.910455645
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,20,0.703345761,0.910364173
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,21,0.700946331,0.910900661
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,22,0.697541989,0.910056904
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,23,0.693071178,0.908873521
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,24,0.690877071,0.909973317
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,25,0.690204893,0.908555942
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,26,0.690316325,0.906759869
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,27,0.690556915,0.907964833
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,28,0.686106231,0.908830005
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,29,0.683644735,0.909201686
UNet,ReLU,IOULoss,Adam,0,0.9,TRUE,30,0.683532454,0.908853565
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,1,0.959979608,0.601481858
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,2,0.951214331,0.703176664
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,3,0.939519579,0.753186731
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,4,0.923178639,0.780351276
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,5,0.905756136,0.789259771
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,6,0.877927763,0.78430921
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,7,0.851893692,0.798808656
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,8,0.82347212,0.882281126
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,9,0.799056521,0.807158942
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,10,0.77733001,0.899394977
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,11,0.753295163,0.900706235
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,12,0.745823346,0.81250189
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,13,0.731957413,0.901841273
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,14,0.717125734,0.904924493
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,15,0.709283772,0.906074714
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,16,0.712262344,0.811316601
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,17,0.703478998,0.817117238
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,18,0.695373464,0.906914217
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,19,0.697704378,0.811326903
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,20,0.69394857,0.811977367
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,21,0.688566336,0.817524924
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,22,0.685565046,0.815965313
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,23,0.674452135,0.90648968
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,24,0.675683978,0.903913909
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,25,0.674783281,0.813014478
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,26,0.679023377,0.812853074
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,27,0.668566233,0.909157076
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,28,0.673413683,0.811579513
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,29,0.673080774,0.904828308
UNet,ReLU,IOULoss,Adam,0.0001,0.9,FALSE,30,0.674939655,0.809531715
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,1,0.967787507,0.665470959
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,2,0.962146631,0.707623468
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,3,0.954021462,0.717850691
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,4,0.943946257,0.750708139
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,5,0.932603876,0.768245686
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,6,0.918782007,0.789205423
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,7,0.900009013,0.783649864
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,8,0.882260189,0.787697269
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,9,0.861497743,0.803917963
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,10,0.841103102,0.804826225
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,11,0.825117846,0.80980155
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,12,0.810457885,0.815757539
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,13,0.796954112,0.815134578
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,14,0.787519949,0.811743983
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,15,0.780233219,0.813359246
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,16,0.768586624,0.814871686
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,17,0.758184725,0.818069157
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,18,0.752987016,0.815806755
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,19,0.745379235,0.815416999
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,20,0.737862286,0.818052768
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,21,0.734686508,0.817534899
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,22,0.73264172,0.813314606
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,23,0.72695381,0.815644188
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,24,0.724080367,0.817543625
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,25,0.719835534,0.817457938
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,26,0.718885507,0.815288699
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,27,0.71647541,0.816952536
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,28,0.713282063,0.816322062
