net_function,active_function,loss_function,optimizer_function,weight_decay,momentum,use_lr_scheduler,epoch,val_loss,val_dsc
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,29,0.712764899,0.814708353
UNet,ReLU,IOULoss,Adam,0.0001,0.9,TRUE,30,0.711687219,0.814612332
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,1,0.96068716,0.705088927
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,2,0.950189054,0.670070653
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,3,0.938178508,0.755664376
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,4,0.919950255,0.763898605
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,5,0.893317572,0.785579878
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,6,0.864927808,0.798245942
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,7,0.835883544,0.798243717
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,8,0.81193117,0.803273927
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,9,0.79089639,0.811282397
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,10,0.769010325,0.81435705
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,11,0.747995777,0.811468322
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,12,0.73781819,0.81106551
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,13,0.723836623,0.812142933
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,14,0.716994445,0.809948885
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,15,0.716627836,0.810581425
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,16,0.704822461,0.814744524
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,17,0.702467107,0.813864621
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,18,0.702532482,0.811675666
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,19,0.692152915,0.809884042
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,20,0.689668877,0.815116819
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,21,0.693777831,0.814287608
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,22,0.689615607,0.813567336
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,23,0.689115561,0.814030114
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,24,0.686778333,0.812440909
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,25,0.68121192,0.8103445
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,26,0.669320064,0.81829706
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,27,0.683850884,0.811838392
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,28,0.684481047,0.806377604
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,29,0.676118257,0.813159306
UNet,ReLU,IOULoss,Adam,0.0003,0.9,FALSE,30,0.666170532,0.815533211
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,1,0.960529401,0.684969903
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,2,0.948975166,0.747781283
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,3,0.936170087,0.75034928
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,4,0.919583173,0.773722388
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,5,0.888301324,0.785544643
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,6,0.860965119,0.799748292
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,7,0.834191308,0.805622415
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,8,0.810154733,0.804080206
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,9,0.797855428,0.813679977
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,10,0.778303039,0.811314979
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,11,0.767733006,0.81106461
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,12,0.759160192,0.808857157
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,13,0.742600384,0.811616338
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,14,0.741483152,0.81119173
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,15,0.729197338,0.81634987
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,16,0.727057951,0.815859667
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,17,0.719697436,0.813923428
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,18,0.712716526,0.817091272
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,19,0.709131661,0.816330566
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,20,0.706627817,0.816312136
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,21,0.702592498,0.813686338
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,22,0.699136334,0.814759161
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,23,0.694862505,0.814711908
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,24,0.698677074,0.81587094
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,25,0.69170458,0.816215983
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,26,0.687634987,0.814897872
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,27,0.685828498,0.814256862
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,28,0.690167813,0.815644364
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,29,0.686486945,0.814184855
UNet,ReLU,IOULoss,Adam,0.0003,0.9,TRUE,30,0.68636286,0.814067473
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,1,0.924945652,0.568744643
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,2,0.905463906,0.650247481
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,3,0.875662843,0.696743276
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,4,0.836880911,0.77616652
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,5,0.7891913,0.752954115
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,6,0.728085762,0.803178417
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,7,0.659606474,0.897319803
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,8,0.620154097,0.809414709
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,9,0.560646832,0.905313444
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,10,0.52502243,0.905312065
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,11,0.487920582,0.907494406
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,12,0.456958958,0.816708469
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,13,0.43272147,0.911195177
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,14,0.4207107,0.908380391
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,15,0.402925165,0.910497809
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,16,0.398075368,0.906713819
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,17,0.379807492,0.909981458
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,18,0.37543445,0.815050903
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,19,0.368970542,0.817765833
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,20,0.358388625,0.815429252
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,21,0.348769917,0.817240784
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,22,0.343177387,0.909527205
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,23,0.344882673,0.81651999
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,24,0.343572407,0.811087222
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,25,0.332651732,0.815762061
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,26,0.33827468,0.816412655
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,27,0.339698794,0.816843199
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,28,0.337316553,0.815715846
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,29,0.336857126,0.816979099
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,FALSE,30,0.358861622,0.803968869
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,1,0.91730348,0.471078213
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,2,0.898783814,0.560051331
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,3,0.874731484,0.752218134
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,4,0.835480066,0.776399557
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,5,0.801131521,0.78434123
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,6,0.754253674,0.800096374
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,7,0.69464685,0.793360806
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,8,0.652392487,0.806513995
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,9,0.609927461,0.803935115
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,10,0.574403431,0.809521321
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,11,0.542174195,0.813684068
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,12,0.528992531,0.814172253
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,13,0.495710904,0.819168495
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,14,0.483721384,0.816956803
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,15,0.465302575,0.814903471
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,16,0.457728789,0.817890316
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,17,0.445328014,0.817007416
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,18,0.447856548,0.813752612
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,19,0.422373669,0.814788022
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,20,0.418834842,0.816405861
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,21,0.406776269,0.81694562
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,22,0.401351429,0.818197756
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,23,0.393747446,0.817699761
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,24,0.387395632,0.816841091
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,25,0.38335121,0.814817773
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,26,0.385949319,0.814932525
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,27,0.390907361,0.813221149
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,28,0.389934818,0.813546384
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,29,0.385661931,0.814726806
UNet,ReLU,FocalTverskyLoss,Adam,0,0.9,TRUE,30,0.384915403,0.814971736
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,1,0.921539168,0.583410973
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,2,0.906586253,0.713068583
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,3,0.884240167,0.742550809
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,4,0.846526404,0.665940676
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,5,0.80583263,0.794772994
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,6,0.735210078,0.802367813
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,7,0.679660207,0.809584551
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,8,0.632097009,0.804239906
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,9,0.575279891,0.814131167
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,10,0.540402611,0.806054501
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,11,0.501761678,0.903489136
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,12,0.474186823,0.808000277
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,13,0.447999733,0.815102481
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,14,0.43162982,0.814847662
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,15,0.428138645,0.813267582
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,16,0.400989632,0.813767113
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,17,0.392228112,0.814597819
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,18,0.381070509,0.816358864
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,19,0.384405204,0.813069076
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,20,0.382033904,0.805898875
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,21,0.365853698,0.813070353
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,22,0.379604189,0.812149653
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,23,0.350108465,0.814982134
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,24,0.344056723,0.817073131
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,25,0.352860993,0.811343209
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,26,0.351844972,0.812784379
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,27,0.327138603,0.812058656
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,28,0.336093397,0.811701841
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,29,0.336476879,0.81385902
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,FALSE,30,0.331336805,0.813602774
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,1,0.940385818,0.682461861
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,2,0.929840187,0.626721692
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,3,0.920740338,0.701880305
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,4,0.907952794,0.744820488
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,5,0.887767934,0.734248219
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,6,0.866055699,0.753074744
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,7,0.835958714,0.389944138
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,8,0.81552831,0.786127279
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,9,0.777565999,0.883209778
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,10,0.732668244,0.802600437
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,11,0.707036677,0.896981375
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,12,0.668703763,0.810981522
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,13,0.619000548,0.903530406
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,14,0.588823245,0.815500003
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,15,0.574571215,0.813587647
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,16,0.544836623,0.910915524
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,17,0.528779717,0.818492275
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,18,0.514462213,0.816640764
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,19,0.516461435,0.897111444
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,20,0.489991106,0.815623126
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,21,0.481710244,0.907895636
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,22,0.470147147,0.816299624
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,23,0.461060399,0.815165856
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,24,0.45540735,0.814693132
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,25,0.450727704,0.81484703
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,26,0.441207548,0.815513432
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,27,0.437886289,0.815193075
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,28,0.434609845,0.815639754
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,29,0.434752862,0.815092508
UNet,ReLU,FocalTverskyLoss,Adam,0.0001,0.9,TRUE,30,0.430671874,0.814605814
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,1,0.926348107,0.647125075
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,2,0.914645141,0.717589741
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,3,0.899475813,0.726589748
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,4,0.878166023,0.777492253
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,5,0.846421963,0.770985482
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,6,0.803882517,0.777445206
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,7,0.748082025,0.788874397
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,8,0.696846252,0.802689178
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,9,0.648165814,0.802326513
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,10,0.596687402,0.809882373
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,11,0.562180215,0.809416417
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,12,0.537923881,0.810386533
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,13,0.497678456,0.811877744
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,14,0.478788543,0.805710194
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,15,0.453043336,0.903375671
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,16,0.434197684,0.813124854
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,17,0.420863126,0.90171825
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,18,0.408323492,0.904388205
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,19,0.394747709,0.813558183
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,20,0.387256202,0.81285469
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,21,0.370291051,0.907107485
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,22,0.380837605,0.815662735
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,23,0.369105234,0.815013498
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,24,0.368572712,0.810542897
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,25,0.33934713,0.818549734
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,26,0.351753487,0.812623133
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,27,0.343833864,0.81817237
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,28,0.33139568,0.814250656
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,29,0.340654949,0.813599684
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,FALSE,30,0.368859061,0.805115589
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,1,0.922803507,0.592045571
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,2,0.904896509,0.689403957
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,3,0.885709771,0.697899616
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,4,0.857663878,0.732120916
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,5,0.818392966,0.785917621
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,6,0.781912443,0.773922612
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,7,0.737384799,0.798283275
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,8,0.696101824,0.806131258
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,9,0.665079341,0.793225548
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,10,0.625382594,0.810024898
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,11,0.587628989,0.808098759
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,12,0.564771363,0.810990784
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,13,0.54570099,0.809883451
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,14,0.519758977,0.811956324
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,15,0.497672748,0.817052088
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,16,0.492191684,0.812913788
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,17,0.474110811,0.814986574
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,18,0.461251568,0.815216343
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,19,0.448111807,0.815410254
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,20,0.439998343,0.816134694
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,21,0.425982421,0.815614104
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,22,0.424752355,0.814975223
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,23,0.428042148,0.814622006
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,24,0.421249693,0.81510532
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,25,0.417285962,0.815264778
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,26,0.410643217,0.816688047
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,27,0.409709136,0.814663129
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,28,0.406122423,0.815624803
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,29,0.40274093,0.814213916
UNet,ReLU,FocalTverskyLoss,Adam,0.0003,0.9,TRUE,30,0.401813482,0.813797311
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,1,0.974325333,0.041353174
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,2,0.972912473,0.068199709
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,3,0.971610875,0.090722031
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,4,0.970288958,0.105558823
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,5,0.96885833,0.109843644
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,6,0.967259234,0.110781933
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,7,0.965428525,0.110685905
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,8,0.963373088,0.110245287
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,9,0.961271964,0.109974026
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,10,0.959302474,0.11019567
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,11,0.957541168,0.110876617
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,12,0.956000967,0.111533094
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,13,0.95467803,0.112509988
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,14,0.953543132,0.113579297
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,15,0.952556877,0.114750982
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,16,0.951693526,0.116152956
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,17,0.950937328,0.117533862
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,18,0.950263952,0.119098748
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,19,0.949657718,0.120725849
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,20,0.949108856,0.122609704
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,21,0.948602807,0.124764729
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,22,0.948132101,0.126560952
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,23,0.94769028,0.128391589
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,24,0.947271358,0.130282989
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,25,0.946872124,0.132091341
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,26,0.946489181,0.133899038
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,27,0.946120759,0.135695109
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,28,0.945766841,0.137759213
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,29,0.945424594,0.140259955
UNet,ReLU,DiceLoss,SGD,0,0,FALSE,30,0.945092638,0.142118013
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,1,0.961099494,0.160235162
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,2,0.953422481,0.147677393
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,3,0.948578114,0.155375522
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,4,0.945044483,0.166266526
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,5,0.942017155,0.17806677
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,6,0.939165836,0.191901081
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,7,0.936332961,0.212185704
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,8,0.933417806,0.229102812
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,9,0.930320263,0.247511481
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,10,0.926957326,0.254147872
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,11,0.923288834,0.229846466
UNet,ReLU,DiceLoss,SGD,0,0.9,FALSE,12,0.919245689,0.253378377
